turn,province_index,province,converged,ceiling_hit,iterations,initial_statistic,final_statistic,final_to_initial_ratio,last20_final_to_initial_ratio,last20_decrease_fraction,last20_range,last20_coefficient_of_variation,last20_two_step_to_one_step_median,last20_policy_switch_median,last20_two_step_reversion_median,first_policy_switch_iteration,first_two_step_reversion_iteration,first_value_nondec_iteration,first_derivative_floor_hit_iteration,first_negative_offdiagonal_iteration,first_nonzero_row_sum_defect_iteration,derivative_floor_share_first,derivative_floor_share_final,minimum_offdiagonal_all_iterations,maximum_row_sum_defect_all_iterations,linear_solve_residual_first,linear_solve_residual_final,linear_solve_residual_max,raw_entering_r_a,consumed_r_a,return_guard_state,consumed_household_composite_wage,guarded_wjt,wage_guard_state,accepted_output_exact,final_operator_exact
2,20,海南,False,True,100,0.5606962234401651,0.9121880299917826,1.6268845621877583,0.09354618716218903,0.5789473684210527,48.04136556474353,2.1627681035272164,1.4063104126314026,241.5,35.5,2,3,2,3,2,1,0.0,0.4625,-5517.908671174804,0.3793180546714789,6.122186091417348e-14,9.258666462718182e-08,0.00036885609923362206,0.5984489815056437,0.35,UPPER,15.242549102184526,0.8,LOWER,True,True
2,21,重庆,True,False,77,0.5023610307397846,2.24222418410136e-09,4.463372050971841e-09,2.307332168090749e-06,0.42105263157894735,0.007773937853993829,0.9703819786349182,1.6262644837142728,0.0,0.0,2,3,2,3,2,1,0.0,0.5775,-40672.098559255224,0.33745103027189366,6.152023335204149e-14,9.117209071041188e-11,9.55688229637092e-05,0.5635985431144864,0.35,UPPER,16.946641872381356,1.3,UPPER,True,True
2,22,四川,False,True,100,0.5126266386494822,0.33653671046667416,0.6564947763020705,0.7938199550283672,0.631578947368421,0.7548931034159043,0.9512280232265483,1.833457241331459,52.0,13.5,2,3,2,3,2,1,0.0,0.405,-8138.643765678389,0.2205564282693639,7.493311526829416e-14,3.784058136280244e-12,0.0007705276095656931,0.4551703013356036,0.35,UPPER,16.575227365792482,1.3,UPPER,True,True
2,23,贵州,True,False,82,0.5186881720851582,1.3264433995630043e-10,2.557304120181921e-10,6.260715559144627e-11,0.7368421052631579,5.077745282547281,1.1856258386802194,2.396867528468529,57.0,4.5,2,3,2,3,2,1,0.0,0.0,-71223.66642685016,0.24718095176598837,7.279593594589073e-14,1.0824674490095276e-14,0.8094793026750666,0.4820443031272923,0.35,UPPER,16.391932533389387,1.3,UPPER,True,True
2,24,云南,False,True,100,0.535448046267609,1.5981457050536987,2.9846886475610916,1.8467241148020095,0.5789473684210527,52.791596111642335,2.2770954432205714,1.200269259235151,190.5,32.0,2,3,2,5,2,1,0.0,0.22,-8041.327471639659,0.11522844673011029,7.770173393595314e-14,1.7107875808358708e-07,0.00038646879258173554,0.32878188271884484,0.32878188271884484,UNSATURATED,15.607515551136087,1.3,UPPER,True,True
2,25,西藏,False,True,100,0.6227299574606424,1.193549341742584,1.9166403148639566,2.20753173314196,0.631578947368421,86.72146856115857,2.075193717928015,1.0986378566104649,228.5,40.0,2,3,2,3,2,1,0.0,0.865,-12876.46473500129,0.3222315309544815,5.4012350148013866e-14,1.3263211182468551e-06,0.00286509649150974,0.5518193076948069,0.35,UPPER,13.752064164778764,0.8,LOWER,True,True
2,26,陕西,False,True,100,0.49026660909626774,0.3620616920178472,0.7384995945068605,1.2647976305981612,0.5789473684210527,7.566259978788664,2.049644341928301,1.4082489172817432,128.5,19.5,2,3,2,3,2,1,0.0,0.0325,-38215.474798094,0.15363778344703388,5.0154325137441447e-14,1.0386050908195443e-09,0.00020022490283874705,0.37949824623988127,0.35,UPPER,17.30671281356891,1.3,UPPER,True,True
2,27,甘肃,False,True,100,0.5202571315807196,0.0014593469681336568,0.002805049425655464,0.4946104748905332,0.5263157894736842,0.0018913898044536914,0.33797918638974145,1.1368560368618161,2.0,1.0,2,3,2,3,2,1,0.0,0.915,-1776.8706946589161,0.1994479420166389,6.014633235906786e-14,4.157951869095122e-12,0.09573703684944507,0.4327975242704717,0.35,UPPER,16.33123150442902,0.8537294612571722,UNSATURATED,True,True
2,28,青海,False,True,100,0.539375880881769,0.4909604154435421,0.9102379858753091,0.4544018710997056,0.5789473684210527,1.3648189173987837,0.3722010865331998,1.400437331785533,253.5,52.0,2,4,3,4,2,1,0.0,0.29,-57380.824932450414,0.09245206971542314,7.110978472724128e-14,5.796525796072233e-08,0.004520232401607446,0.29449073815753724,0.29449073815753724,UNSATURATED,15.168154516263451,0.8,LOWER,True,True
2,29,宁夏,False,True,100,0.5029215196369474,1.3227599788891193,2.630151877064244,0.10529906534967447,0.42105263157894735,1237.850358876271,2.6884107307192626,1.2797905454094853,179.0,40.0,2,3,2,5,2,1,0.0,0.3025,-3817.3945870860643,0.12192255350957759,7.022160630754115e-14,1.0497824752151927e-07,0.016069780465873304,0.3380434765646002,0.3380434765646002,UNSATURATED,16.71843441063156,0.8,LOWER,True,True
2,30,新疆,False,True,100,0.6519913687702763,1.4534925678337691,2.2293125913234215,1.0949712406530985,0.631578947368421,90.78147570442832,1.5244635876334591,1.2131380970760584,267.5,49.5,2,3,2,5,2,1,0.0,0.22,-146484.90565645436,0.7228986620903015,6.790401574363614e-14,1.4877686062286788e-08,25.589019802264335,0.32597778713285963,0.32597778713285963,UNSATURATED,12.842642802904619,1.3,UPPER,True,True
