stage,turn,province_index,province,HJB_converged,HJB_iterations,HJB_statistic,HJB_classification
OUTER_TRAJECTORY,8,26,陕西,True,20,2.4479132054722186e-09,HJB_CONVERGED
OUTER_TRAJECTORY,8,27,甘肃,True,14,2.2889965478611884e-09,HJB_CONVERGED
OUTER_TRAJECTORY,8,28,青海,True,24,2.052003900132604e-09,HJB_CONVERGED
OUTER_TRAJECTORY,8,29,宁夏,True,25,5.0715156518776894e-08,HJB_CONVERGED
OUTER_TRAJECTORY,8,30,新疆,True,16,2.6588069523825197e-09,HJB_CONVERGED
OUTER_TRAJECTORY,9,0,北京,True,26,6.182609979532572e-11,HJB_CONVERGED
OUTER_TRAJECTORY,9,1,天津,True,22,1.4878794640793558e-08,HJB_CONVERGED
OUTER_TRAJECTORY,9,2,河北,True,13,1.3620406136283236e-08,HJB_CONVERGED
OUTER_TRAJECTORY,9,3,山西,True,13,3.255466296536724e-08,HJB_CONVERGED
OUTER_TRAJECTORY,9,4,内蒙古,True,25,8.068878898370713e-11,HJB_CONVERGED
OUTER_TRAJECTORY,9,5,辽宁,True,15,7.489695086349002e-09,HJB_CONVERGED
OUTER_TRAJECTORY,9,6,吉林,True,24,2.6393149887837808e-09,HJB_CONVERGED
OUTER_TRAJECTORY,9,7,黑龙江,True,28,3.079465571431683e-10,HJB_CONVERGED
OUTER_TRAJECTORY,9,8,上海,True,27,5.802247571295993e-11,HJB_CONVERGED
OUTER_TRAJECTORY,9,9,江苏,True,15,2.3846331131949228e-08,HJB_CONVERGED
OUTER_TRAJECTORY,9,10,浙江,True,15,1.9237561765805822e-08,HJB_CONVERGED
OUTER_TRAJECTORY,9,11,安徽,True,13,6.180066103311788e-08,HJB_CONVERGED
OUTER_TRAJECTORY,9,12,福建,True,15,7.713252259122783e-11,HJB_CONVERGED
OUTER_TRAJECTORY,9,13,江西,True,14,1.883120326340304e-10,HJB_CONVERGED
OUTER_TRAJECTORY,9,14,山东,False,100,0.018180377027470218,HJB_NONCONVERGED_DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,15,河南,True,13,9.00183616536765e-09,HJB_CONVERGED
OUTER_TRAJECTORY,9,16,湖北,True,13,5.042390505138883e-09,HJB_CONVERGED
OUTER_TRAJECTORY,9,17,湖南,True,13,2.3714159080867603e-08,HJB_CONVERGED
OUTER_TRAJECTORY,9,18,广东,True,13,8.440095733419639e-09,HJB_CONVERGED
OUTER_TRAJECTORY,9,19,广西,True,13,1.89594184796249e-08,HJB_CONVERGED
OUTER_TRAJECTORY,9,20,海南,True,13,1.2666693915974747e-08,HJB_CONVERGED
OUTER_TRAJECTORY,9,21,重庆,True,13,7.644551214269768e-09,HJB_CONVERGED
OUTER_TRAJECTORY,9,22,四川,True,14,1.4208620946476458e-09,HJB_CONVERGED
OUTER_TRAJECTORY,9,23,贵州,True,14,2.45630626949378e-09,HJB_CONVERGED
OUTER_TRAJECTORY,9,24,云南,True,14,3.134798642889791e-09,HJB_CONVERGED
OUTER_TRAJECTORY,9,25,西藏,True,16,2.7013160597277874e-09,HJB_CONVERGED
OUTER_TRAJECTORY,9,26,陕西,True,22,7.07939928901169e-10,HJB_CONVERGED
OUTER_TRAJECTORY,9,27,甘肃,True,14,2.257400488758776e-09,HJB_CONVERGED
OUTER_TRAJECTORY,9,28,青海,True,15,3.1366376163077803e-09,HJB_CONVERGED
OUTER_TRAJECTORY,9,29,宁夏,False,100,0.16951515176285437,HJB_NONCONVERGED_DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,30,新疆,True,16,2.6586648438353677e-09,HJB_CONVERGED
OUTER_TRAJECTORY,10,0,北京,True,25,6.733939184044857e-08,HJB_CONVERGED
OUTER_TRAJECTORY,10,1,天津,True,23,1.112866732100315e-08,HJB_CONVERGED
OUTER_TRAJECTORY,10,2,河北,True,13,1.4330272968265945e-08,HJB_CONVERGED
OUTER_TRAJECTORY,10,3,山西,True,13,3.415604687972973e-08,HJB_CONVERGED
OUTER_TRAJECTORY,10,4,内蒙古,True,25,6.106715133569196e-11,HJB_CONVERGED
OUTER_TRAJECTORY,10,5,辽宁,True,15,7.582604766298573e-09,HJB_CONVERGED
OUTER_TRAJECTORY,10,6,吉林,True,24,2.595692105700209e-09,HJB_CONVERGED
OUTER_TRAJECTORY,10,7,黑龙江,True,20,1.709503782976185e-08,HJB_CONVERGED
OUTER_TRAJECTORY,10,8,上海,True,26,8.934275053107399e-08,HJB_CONVERGED
OUTER_TRAJECTORY,10,9,江苏,True,15,3.2886777967533476e-08,HJB_CONVERGED
OUTER_TRAJECTORY,10,10,浙江,True,15,3.013535176954463e-08,HJB_CONVERGED
OUTER_TRAJECTORY,10,11,安徽,True,13,6.719528133913855e-08,HJB_CONVERGED
OUTER_TRAJECTORY,10,12,福建,True,15,7.212319630411912e-11,HJB_CONVERGED
OUTER_TRAJECTORY,10,13,江西,True,14,1.922213499483405e-10,HJB_CONVERGED
OUTER_TRAJECTORY,10,14,山东,True,33,2.252051878315342e-10,HJB_CONVERGED
OUTER_TRAJECTORY,10,15,河南,True,13,8.448195476518094e-09,HJB_CONVERGED
OUTER_TRAJECTORY,10,16,湖北,True,13,4.746437465286135e-09,HJB_CONVERGED
OUTER_TRAJECTORY,10,17,湖南,True,13,2.5064251563122752e-08,HJB_CONVERGED
OUTER_TRAJECTORY,10,18,广东,True,13,8.567032416806342e-09,HJB_CONVERGED
OUTER_TRAJECTORY,10,19,广西,True,13,1.8986294314515817e-08,HJB_CONVERGED
OUTER_TRAJECTORY,10,20,海南,True,13,1.2565851470469624e-08,HJB_CONVERGED
OUTER_TRAJECTORY,10,21,重庆,True,13,7.582248162663063e-09,HJB_CONVERGED
OUTER_TRAJECTORY,10,22,四川,True,14,1.4554686345036316e-09,HJB_CONVERGED
OUTER_TRAJECTORY,10,23,贵州,True,14,2.4310899959800736e-09,HJB_CONVERGED
OUTER_TRAJECTORY,10,24,云南,True,14,2.9158204739587745e-09,HJB_CONVERGED
OUTER_TRAJECTORY,10,25,西藏,True,16,2.7024231741279436e-09,HJB_CONVERGED
OUTER_TRAJECTORY,10,26,陕西,True,21,2.802407239599347e-08,HJB_CONVERGED
OUTER_TRAJECTORY,10,27,甘肃,True,14,2.2211610328781717e-09,HJB_CONVERGED
OUTER_TRAJECTORY,10,28,青海,True,15,2.9177313898287593e-09,HJB_CONVERGED
OUTER_TRAJECTORY,10,29,宁夏,True,32,3.119584590649538e-10,HJB_CONVERGED
OUTER_TRAJECTORY,10,30,新疆,True,16,2.6592794633018e-09,HJB_CONVERGED
OUTER_TRAJECTORY,11,0,北京,True,25,9.146662760528557e-08,HJB_CONVERGED
OUTER_TRAJECTORY,11,1,天津,True,22,9.814495438575932e-09,HJB_CONVERGED
OUTER_TRAJECTORY,11,2,河北,True,13,1.491228918126808e-08,HJB_CONVERGED
OUTER_TRAJECTORY,11,3,山西,True,13,3.5258545860727963e-08,HJB_CONVERGED
OUTER_TRAJECTORY,11,4,内蒙古,True,25,2.616354066731219e-08,HJB_CONVERGED
OUTER_TRAJECTORY,11,5,辽宁,True,15,7.778712785011521e-09,HJB_CONVERGED
OUTER_TRAJECTORY,11,6,吉林,True,24,1.8079497898781938e-09,HJB_CONVERGED
OUTER_TRAJECTORY,11,7,黑龙江,True,19,2.424155454150423e-08,HJB_CONVERGED
OUTER_TRAJECTORY,11,8,上海,True,26,5.2525095384226006e-11,HJB_CONVERGED
OUTER_TRAJECTORY,11,9,江苏,True,16,1.0647971393495936e-10,HJB_CONVERGED
OUTER_TRAJECTORY,11,10,浙江,True,19,3.018896244100233e-10,HJB_CONVERGED
OUTER_TRAJECTORY,11,11,安徽,True,13,7.21300121853119e-08,HJB_CONVERGED
OUTER_TRAJECTORY,11,12,福建,True,15,6.483524828126974e-11,HJB_CONVERGED
OUTER_TRAJECTORY,11,13,江西,True,14,5.285585302772233e-10,HJB_CONVERGED
OUTER_TRAJECTORY,11,14,山东,True,35,1.3257137165822996e-08,HJB_CONVERGED
OUTER_TRAJECTORY,11,15,河南,True,13,8.02051802750725e-09,HJB_CONVERGED
OUTER_TRAJECTORY,11,16,湖北,True,13,4.515197105092739e-09,HJB_CONVERGED
OUTER_TRAJECTORY,11,17,湖南,True,13,2.609104088335812e-08,HJB_CONVERGED
OUTER_TRAJECTORY,11,18,广东,True,13,8.658225247870632e-09,HJB_CONVERGED
OUTER_TRAJECTORY,11,19,广西,True,13,1.8997147854804552e-08,HJB_CONVERGED
OUTER_TRAJECTORY,11,20,海南,True,13,1.2477945343647434e-08,HJB_CONVERGED
OUTER_TRAJECTORY,11,21,重庆,True,13,7.679113789293979e-09,HJB_CONVERGED
OUTER_TRAJECTORY,11,22,四川,True,14,1.478596356463413e-09,HJB_CONVERGED
OUTER_TRAJECTORY,11,23,贵州,True,14,2.4112316587832083e-09,HJB_CONVERGED
OUTER_TRAJECTORY,11,24,云南,True,14,2.7520812295733776e-09,HJB_CONVERGED
OUTER_TRAJECTORY,11,25,西藏,True,16,2.702579049440601e-09,HJB_CONVERGED
OUTER_TRAJECTORY,11,26,陕西,True,22,5.360578647639613e-10,HJB_CONVERGED
OUTER_TRAJECTORY,11,27,甘肃,True,14,2.1920558701538084e-09,HJB_CONVERGED
OUTER_TRAJECTORY,11,28,青海,True,13,5.054225482581387e-09,HJB_CONVERGED
OUTER_TRAJECTORY,11,29,宁夏,True,28,3.4722447139756696e-10,HJB_CONVERGED
OUTER_TRAJECTORY,11,30,新疆,True,16,2.6592075208498045e-09,HJB_CONVERGED
OUTER_TRAJECTORY,12,0,北京,True,25,8.698646514204711e-08,HJB_CONVERGED
OUTER_TRAJECTORY,12,1,天津,True,22,9.808070799977031e-09,HJB_CONVERGED
OUTER_TRAJECTORY,12,2,河北,True,13,1.506141700247099e-08,HJB_CONVERGED
OUTER_TRAJECTORY,12,3,山西,True,13,3.554550609408125e-08,HJB_CONVERGED
OUTER_TRAJECTORY,12,4,内蒙古,True,25,7.709606286709914e-10,HJB_CONVERGED
OUTER_TRAJECTORY,12,5,辽宁,True,15,7.810931901275353e-09,HJB_CONVERGED
OUTER_TRAJECTORY,12,6,吉林,True,24,5.843762806989616e-09,HJB_CONVERGED
OUTER_TRAJECTORY,12,7,黑龙江,True,20,5.998700158826864e-08,HJB_CONVERGED
OUTER_TRAJECTORY,12,8,上海,True,26,4.978772949471022e-11,HJB_CONVERGED
OUTER_TRAJECTORY,12,9,江苏,True,16,1.0826828322763049e-10,HJB_CONVERGED
OUTER_TRAJECTORY,12,10,浙江,True,28,9.552492130637802e-11,HJB_CONVERGED
OUTER_TRAJECTORY,12,11,安徽,True,13,7.32126634872543e-08,HJB_CONVERGED
OUTER_TRAJECTORY,12,12,福建,True,15,6.389555551322701e-11,HJB_CONVERGED
OUTER_TRAJECTORY,12,13,江西,True,14,5.269047420597417e-10,HJB_CONVERGED
OUTER_TRAJECTORY,12,14,山东,True,41,3.2450903297842615e-08,HJB_CONVERGED
OUTER_TRAJECTORY,12,15,河南,True,13,7.945075264359502e-09,HJB_CONVERGED
OUTER_TRAJECTORY,12,16,湖北,True,13,4.475433801331974e-09,HJB_CONVERGED
OUTER_TRAJECTORY,12,17,湖南,True,13,2.6327286573035735e-08,HJB_CONVERGED
OUTER_TRAJECTORY,12,18,广东,True,13,8.676916074534802e-09,HJB_CONVERGED
OUTER_TRAJECTORY,12,19,广西,True,13,1.8999957607235274e-08,HJB_CONVERGED
OUTER_TRAJECTORY,12,20,海南,True,13,1.2463081233704543e-08,HJB_CONVERGED
OUTER_TRAJECTORY,12,21,重庆,True,13,7.696150827740667e-09,HJB_CONVERGED
OUTER_TRAJECTORY,12,22,四川,True,14,1.4833867467700657e-09,HJB_CONVERGED
OUTER_TRAJECTORY,12,23,贵州,True,14,2.4071549198367848e-09,HJB_CONVERGED
OUTER_TRAJECTORY,12,24,云南,True,14,2.7295636861879302e-09,HJB_CONVERGED
OUTER_TRAJECTORY,12,25,西藏,True,16,2.7027491356079736e-09,HJB_CONVERGED
OUTER_TRAJECTORY,12,26,陕西,True,22,3.33934657703594e-10,HJB_CONVERGED
OUTER_TRAJECTORY,12,27,甘肃,True,14,2.1861144006152244e-09,HJB_CONVERGED
OUTER_TRAJECTORY,12,28,青海,True,13,5.014398229974404e-09,HJB_CONVERGED
OUTER_TRAJECTORY,12,29,宁夏,True,28,4.1576297959977637e-10,HJB_CONVERGED
OUTER_TRAJECTORY,12,30,新疆,True,16,2.6593105495464897e-09,HJB_CONVERGED
OUTER_TRAJECTORY,13,0,北京,True,26,5.884048803750375e-11,HJB_CONVERGED
OUTER_TRAJECTORY,13,1,天津,True,23,8.677534246714913e-10,HJB_CONVERGED
OUTER_TRAJECTORY,13,2,河北,True,13,1.5467851888217865e-08,HJB_CONVERGED
OUTER_TRAJECTORY,13,3,山西,True,13,3.61881307142653e-08,HJB_CONVERGED
OUTER_TRAJECTORY,13,4,内蒙古,True,23,2.3376234281613506e-10,HJB_CONVERGED
OUTER_TRAJECTORY,13,5,辽宁,True,15,8.15104828078006e-09,HJB_CONVERGED
OUTER_TRAJECTORY,13,6,吉林,True,12,4.7083001053493945e-08,HJB_CONVERGED
OUTER_TRAJECTORY,13,7,黑龙江,True,21,3.514588620134873e-10,HJB_CONVERGED
OUTER_TRAJECTORY,13,8,上海,True,25,9.005090095826063e-08,HJB_CONVERGED
OUTER_TRAJECTORY,13,9,江苏,True,16,1.1876255534559732e-10,HJB_CONVERGED
OUTER_TRAJECTORY,13,10,浙江,True,15,2.6742030811988116e-10,HJB_CONVERGED
OUTER_TRAJECTORY,13,11,安徽,True,13,7.69027868052774e-08,HJB_CONVERGED
OUTER_TRAJECTORY,13,12,福建,True,15,2.0852608528798555e-10,HJB_CONVERGED
OUTER_TRAJECTORY,13,13,江西,True,14,5.192131169451386e-10,HJB_CONVERGED
OUTER_TRAJECTORY,13,14,山东,False,100,0.15696342137999042,HJB_NONCONVERGED_DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,13,15,河南,True,13,7.591151263142137e-09,HJB_CONVERGED
OUTER_TRAJECTORY,13,16,湖北,True,13,4.277556531206983e-09,HJB_CONVERGED
OUTER_TRAJECTORY,13,17,湖南,True,13,2.710474911182814e-08,HJB_CONVERGED
OUTER_TRAJECTORY,13,18,广东,True,13,8.748446855832981e-09,HJB_CONVERGED
OUTER_TRAJECTORY,13,19,广西,True,13,1.8992703854081583e-08,HJB_CONVERGED
OUTER_TRAJECTORY,13,20,海南,True,13,1.2376641045364067e-08,HJB_CONVERGED
OUTER_TRAJECTORY,13,21,重庆,True,13,7.761247200477328e-09,HJB_CONVERGED
OUTER_TRAJECTORY,13,22,四川,True,14,1.4995822361640876e-09,HJB_CONVERGED
OUTER_TRAJECTORY,13,23,贵州,True,14,2.3893371725591805e-09,HJB_CONVERGED
OUTER_TRAJECTORY,13,24,云南,True,14,2.603956161806309e-09,HJB_CONVERGED
OUTER_TRAJECTORY,13,25,西藏,True,16,2.70195998908207e-09,HJB_CONVERGED
OUTER_TRAJECTORY,13,26,陕西,True,73,4.758162752693806e-10,HJB_CONVERGED
OUTER_TRAJECTORY,13,27,甘肃,True,14,2.163516921172004e-09,HJB_CONVERGED
OUTER_TRAJECTORY,13,28,青海,True,12,1.2473509336530242e-08,HJB_CONVERGED
OUTER_TRAJECTORY,13,29,宁夏,True,23,1.8143211377719126e-08,HJB_CONVERGED
OUTER_TRAJECTORY,13,30,新疆,True,16,2.658545827927128e-09,HJB_CONVERGED
OUTER_TRAJECTORY,14,0,北京,True,26,5.5207394211720384e-11,HJB_CONVERGED
OUTER_TRAJECTORY,14,1,天津,True,23,8.540359530684327e-10,HJB_CONVERGED
OUTER_TRAJECTORY,14,2,河北,True,13,1.5611006709548292e-08,HJB_CONVERGED
OUTER_TRAJECTORY,14,3,山西,True,13,3.643837764855107e-08,HJB_CONVERGED
OUTER_TRAJECTORY,14,4,内蒙古,True,23,2.112683361588097e-10,HJB_CONVERGED
OUTER_TRAJECTORY,14,5,辽宁,True,15,8.189780409395553e-09,HJB_CONVERGED
OUTER_TRAJECTORY,14,6,吉林,True,12,4.7054178775596256e-08,HJB_CONVERGED
OUTER_TRAJECTORY,14,7,黑龙江,True,21,3.521534175376928e-10,HJB_CONVERGED
OUTER_TRAJECTORY,14,8,上海,True,25,8.60386624168541e-08,HJB_CONVERGED
OUTER_TRAJECTORY,14,9,江苏,True,16,1.1840506353166802e-10,HJB_CONVERGED
OUTER_TRAJECTORY,14,10,浙江,True,15,8.500351533768935e-10,HJB_CONVERGED
OUTER_TRAJECTORY,14,11,安徽,True,13,7.721341122035597e-08,HJB_CONVERGED
OUTER_TRAJECTORY,14,12,福建,True,15,2.043147873109774e-10,HJB_CONVERGED
OUTER_TRAJECTORY,14,13,江西,True,14,5.176326034472822e-10,HJB_CONVERGED
OUTER_TRAJECTORY,14,14,山东,False,100,0.0049378511355886445,HJB_NONCONVERGED_DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,14,15,河南,True,13,7.527656720185405e-09,HJB_CONVERGED
OUTER_TRAJECTORY,14,16,湖北,True,13,4.24394830389474e-09,HJB_CONVERGED
OUTER_TRAJECTORY,14,17,湖南,True,13,2.733654413944464e-08,HJB_CONVERGED
OUTER_TRAJECTORY,14,18,广东,True,13,8.765927539400309e-09,HJB_CONVERGED
OUTER_TRAJECTORY,14,19,广西,True,13,1.8995149009271017e-08,HJB_CONVERGED
OUTER_TRAJECTORY,14,20,海南,True,13,1.2362455503733827e-08,HJB_CONVERGED
OUTER_TRAJECTORY,14,21,重庆,True,13,7.778443666950352e-09,HJB_CONVERGED
OUTER_TRAJECTORY,14,22,四川,True,14,1.5037833200892692e-09,HJB_CONVERGED
OUTER_TRAJECTORY,14,23,贵州,True,14,2.3853528041684058e-09,HJB_CONVERGED
OUTER_TRAJECTORY,14,24,云南,True,14,2.5814719251116003e-09,HJB_CONVERGED
OUTER_TRAJECTORY,14,25,西藏,True,16,2.702123413911295e-09,HJB_CONVERGED
OUTER_TRAJECTORY,14,26,陕西,True,72,7.908429466851885e-10,HJB_CONVERGED
OUTER_TRAJECTORY,14,27,甘肃,True,14,2.1579591447107305e-09,HJB_CONVERGED
OUTER_TRAJECTORY,14,28,青海,True,12,1.2446840003121906e-08,HJB_CONVERGED
OUTER_TRAJECTORY,14,29,宁夏,True,23,1.7618759784454596e-08,HJB_CONVERGED
OUTER_TRAJECTORY,14,30,新疆,True,16,2.6586444157317146e-09,HJB_CONVERGED
OUTER_TRAJECTORY,15,0,北京,True,25,2.8365479742831212e-08,HJB_CONVERGED
OUTER_TRAJECTORY,15,1,天津,True,13,4.334806602557251e-08,HJB_CONVERGED
OUTER_TRAJECTORY,15,2,河北,True,13,1.59470654459426e-08,HJB_CONVERGED
OUTER_TRAJECTORY,15,3,山西,True,13,3.695218619981233e-08,HJB_CONVERGED
OUTER_TRAJECTORY,15,4,内蒙古,True,13,4.656854901696761e-08,HJB_CONVERGED
OUTER_TRAJECTORY,15,5,辽宁,True,15,5.51697265649409e-09,HJB_CONVERGED
OUTER_TRAJECTORY,15,6,吉林,True,12,1.936095284094108e-08,HJB_CONVERGED
OUTER_TRAJECTORY,15,7,黑龙江,True,25,8.11608535933317e-08,HJB_CONVERGED
OUTER_TRAJECTORY,15,8,上海,True,25,5.67014231123153e-08,HJB_CONVERGED
OUTER_TRAJECTORY,15,9,江苏,True,15,9.548393187230886e-10,HJB_CONVERGED
OUTER_TRAJECTORY,15,10,浙江,True,15,2.3906876478463346e-10,HJB_CONVERGED
OUTER_TRAJECTORY,15,11,安徽,True,13,7.816549985051324e-08,HJB_CONVERGED
OUTER_TRAJECTORY,15,12,福建,True,15,1.7044898825702148e-10,HJB_CONVERGED
OUTER_TRAJECTORY,15,13,江西,True,14,5.107936296155913e-10,HJB_CONVERGED
OUTER_TRAJECTORY,15,14,山东,True,36,3.638209733480835e-10,HJB_CONVERGED
OUTER_TRAJECTORY,15,15,河南,True,13,6.562405729937382e-09,HJB_CONVERGED
OUTER_TRAJECTORY,15,16,湖北,True,13,4.077864268481335e-09,HJB_CONVERGED
OUTER_TRAJECTORY,15,17,湖南,True,13,2.8020566311681705e-08,HJB_CONVERGED
OUTER_TRAJECTORY,15,18,广东,True,13,8.827546693623844e-09,HJB_CONVERGED
OUTER_TRAJECTORY,15,19,广西,True,13,1.8984249283704457e-08,HJB_CONVERGED
OUTER_TRAJECTORY,15,20,海南,True,13,1.2279138150717017e-08,HJB_CONVERGED
OUTER_TRAJECTORY,15,21,重庆,True,13,7.834550785901229e-09,HJB_CONVERGED
OUTER_TRAJECTORY,15,22,四川,True,14,1.5166308209302315e-09,HJB_CONVERGED
OUTER_TRAJECTORY,15,23,贵州,True,14,2.368739426827915e-09,HJB_CONVERGED
OUTER_TRAJECTORY,15,24,云南,True,14,2.4694792877255622e-09,HJB_CONVERGED
OUTER_TRAJECTORY,15,25,西藏,True,16,2.7012574399520872e-09,HJB_CONVERGED
OUTER_TRAJECTORY,15,26,陕西,True,23,1.2577627828136428e-10,HJB_CONVERGED
OUTER_TRAJECTORY,15,27,甘肃,True,14,2.137008792146844e-09,HJB_CONVERGED
OUTER_TRAJECTORY,15,28,青海,True,12,1.2360351853146767e-08,HJB_CONVERGED
OUTER_TRAJECTORY,15,29,宁夏,True,13,1.548015760022281e-08,HJB_CONVERGED
OUTER_TRAJECTORY,15,30,新疆,True,16,2.657793096716432e-09,HJB_CONVERGED
OUTER_TRAJECTORY,16,0,北京,True,28,9.816636392656619e-11,HJB_CONVERGED
OUTER_TRAJECTORY,16,1,天津,True,13,3.9917356975394114e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,2,河北,True,13,1.6428757021458296e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,3,山西,True,13,7.60240910224752e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,4,内蒙古,True,13,4.229945016476222e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,5,辽宁,True,15,5.509358746991211e-09,HJB_CONVERGED
OUTER_TRAJECTORY,16,6,吉林,True,12,1.9342524915089143e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,7,黑龙江,True,25,7.658625378326178e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,8,上海,True,25,4.9495144427424975e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,9,江苏,True,15,9.603242645539467e-10,HJB_CONVERGED
OUTER_TRAJECTORY,16,10,浙江,True,15,4.008086929019328e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,11,安徽,True,13,7.909328525457227e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,12,福建,True,14,6.74838407377365e-09,HJB_CONVERGED
OUTER_TRAJECTORY,16,13,江西,True,14,5.064424435374804e-10,HJB_CONVERGED
OUTER_TRAJECTORY,16,14,山东,True,43,2.1741359157445572e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,15,河南,True,13,6.3519594029060045e-09,HJB_CONVERGED
OUTER_TRAJECTORY,16,16,湖北,True,13,3.9926981720839194e-09,HJB_CONVERGED
OUTER_TRAJECTORY,16,17,湖南,True,13,2.8686421682522223e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,18,广东,True,13,8.872258927539178e-09,HJB_CONVERGED
OUTER_TRAJECTORY,16,19,广西,True,13,1.8989263494972874e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,20,海南,True,13,1.224361589891032e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,21,重庆,True,13,7.881424846090113e-09,HJB_CONVERGED
OUTER_TRAJECTORY,16,22,四川,True,14,1.527466597650573e-09,HJB_CONVERGED
OUTER_TRAJECTORY,16,23,贵州,True,14,2.357896100591006e-09,HJB_CONVERGED
OUTER_TRAJECTORY,16,24,云南,True,14,2.4132638110074822e-09,HJB_CONVERGED
OUTER_TRAJECTORY,16,25,西藏,True,16,2.7017121873029737e-09,HJB_CONVERGED
OUTER_TRAJECTORY,16,26,陕西,True,50,3.6081516441299755e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,27,甘肃,True,14,2.1199029198726294e-09,HJB_CONVERGED
OUTER_TRAJECTORY,16,28,青海,True,12,1.2283408068469726e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,29,宁夏,True,13,1.4483600541126407e-08,HJB_CONVERGED
OUTER_TRAJECTORY,16,30,新疆,True,16,2.6581239431777703e-09,HJB_CONVERGED
OUTER_TRAJECTORY,17,0,北京,True,26,8.984724075844497e-11,HJB_CONVERGED
OUTER_TRAJECTORY,17,1,天津,True,12,1.8821885383601966e-08,HJB_CONVERGED
OUTER_TRAJECTORY,17,2,河北,True,13,1.6667812463566634e-08,HJB_CONVERGED
OUTER_TRAJECTORY,17,3,山西,True,13,7.656378642195705e-08,HJB_CONVERGED
OUTER_TRAJECTORY,17,4,内蒙古,True,12,4.7066623043434674e-08,HJB_CONVERGED
OUTER_TRAJECTORY,17,5,辽宁,True,24,2.61761559094964e-08,HJB_CONVERGED
OUTER_TRAJECTORY,17,6,吉林,True,12,1.9085468760948743e-08,HJB_CONVERGED
OUTER_TRAJECTORY,17,7,黑龙江,True,15,3.351644473070792e-08,HJB_CONVERGED
OUTER_TRAJECTORY,17,8,上海,True,25,3.393278635854813e-08,HJB_CONVERGED
OUTER_TRAJECTORY,17,9,江苏,True,16,1.1261480636903798e-10,HJB_CONVERGED
OUTER_TRAJECTORY,17,10,浙江,True,16,1.0593526056368319e-10,HJB_CONVERGED
OUTER_TRAJECTORY,17,11,安徽,True,13,7.980728433665263e-08,HJB_CONVERGED
OUTER_TRAJECTORY,17,12,福建,True,14,5.295153204798453e-09,HJB_CONVERGED
OUTER_TRAJECTORY,17,13,江西,True,14,5.014331172503717e-10,HJB_CONVERGED
OUTER_TRAJECTORY,17,14,山东,False,100,0.00019336363921018673,HJB_NONCONVERGED_DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,17,15,河南,True,13,6.1230127634814835e-09,HJB_CONVERGED
OUTER_TRAJECTORY,17,16,湖北,True,13,3.878586340988477e-09,HJB_CONVERGED
OUTER_TRAJECTORY,17,17,湖南,True,13,2.9214093366647376e-08,HJB_CONVERGED
OUTER_TRAJECTORY,17,18,广东,True,13,8.918865201934523e-09,HJB_CONVERGED
OUTER_TRAJECTORY,17,19,广西,True,13,1.897849077892033e-08,HJB_CONVERGED
OUTER_TRAJECTORY,17,20,海南,True,13,1.2180730646349502e-08,HJB_CONVERGED
OUTER_TRAJECTORY,17,21,重庆,True,13,7.920475386669068e-09,HJB_CONVERGED
OUTER_TRAJECTORY,17,22,四川,True,14,1.5358239124907413e-09,HJB_CONVERGED
OUTER_TRAJECTORY,17,23,贵州,True,14,2.3453274877738295e-09,HJB_CONVERGED
OUTER_TRAJECTORY,17,24,云南,True,14,2.3334916221529056e-09,HJB_CONVERGED
OUTER_TRAJECTORY,17,25,西藏,True,28,7.462741535846362e-11,HJB_CONVERGED
OUTER_TRAJECTORY,17,26,陕西,True,18,1.667128657345529e-10,HJB_CONVERGED
OUTER_TRAJECTORY,17,27,甘肃,True,14,2.1054553656085773e-09,HJB_CONVERGED
OUTER_TRAJECTORY,17,28,青海,True,12,1.221467993417491e-08,HJB_CONVERGED
OUTER_TRAJECTORY,17,29,宁夏,True,14,3.8431939408667404e-08,HJB_CONVERGED
OUTER_TRAJECTORY,17,30,新疆,True,16,2.3257764603101805e-09,HJB_CONVERGED
OUTER_TRAJECTORY,18,0,北京,True,26,9.076073226310655e-11,HJB_CONVERGED
OUTER_TRAJECTORY,18,1,天津,True,12,1.8861320505436652e-08,HJB_CONVERGED
OUTER_TRAJECTORY,18,2,河北,True,13,1.6637509148154095e-08,HJB_CONVERGED
OUTER_TRAJECTORY,18,3,山西,True,13,7.646757893553513e-08,HJB_CONVERGED
