path,turn,raw_ra0_std,used_ra_std,raw_used_spearman,used_ra_unique_count,upper_clipped_count,upper_clipped_share,lower_clipped_count,lower_clipped_share,share_exactly_0_09,share_exactly_0_02,raw_p1,raw_p5,raw_p25,raw_p50,raw_p75,raw_p95,raw_p99,used_p1,used_p5,used_p25,used_p50,used_p75,used_p95,used_p99,gap_p50,gap_min,gap_mean,gap_p95,gap_p99,gap_max
A_EQUAL_SHARE,11,0.08853401181739019,0.0003821787821148766,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.090475611748893,0.10377264840201472,0.16536215859926334,0.21365097438381933,0.3076845193765901,0.38118159306714705,0.40149828210629623,0.08848586123425917,0.09,0.09,0.09,0.09,0.09,0.09,0.12365097438381933,0.0,0.14116407055169558,0.291181593067147,0.31149828210629626,0.31629184520716
A_EQUAL_SHARE,12,0.08853402107838321,0.00038217868540340677,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.0904756123032409,0.10377264901486852,0.1653621508363467,0.21365097540810127,0.30768453373486576,0.381181623616912,0.4014983264543772,0.08848586161741645,0.09,0.09,0.09,0.09,0.09,0.09,0.12365097540810127,0.0,0.14116407783182003,0.291181623616912,0.3114983264543772,0.31629189182199824
A_EQUAL_SHARE,13,0.08853402186051745,0.0003821786962108221,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.0904756122405483,0.10377264894472855,0.16536215185250638,0.21365097532451938,0.3076845342484301,0.3811816258133578,0.4014983298755736,0.08848586157459899,0.09,0.09,0.09,0.09,0.09,0.09,0.12365097532451938,0.0,0.14116407824014474,0.29118162581335777,0.3114983298755736,0.31629189546292025
A_EQUAL_SHARE,14,0.088534021906053,0.00038217869555441387,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.0904756122443635,0.10377264894901175,0.1653621517096321,0.21365097532885624,0.30768453436369336,0.3811816260002173,0.40149833017088254,0.08848586157719959,0.09,0.09,0.09,0.09,0.09,0.09,0.12365097532885624,0.0,0.1411640782853675,0.29118162600021735,0.3114983301708826,0.316291895778975
A_EQUAL_SHARE,15,0.08853402191167066,0.0003821786956287166,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.0904756122439235,0.10377264894851035,0.16536215172902097,0.21365097532806115,0.3076845343606238,0.3811816260134894,0.4014983301935826,0.08848586157690522,0.09,0.09,0.09,0.09,0.09,0.09,0.12365097532806116,0.0,0.14116407828695976,0.2911816260134894,0.3114983301935826,0.3162918958036053
A_EQUAL_SHARE,16,0.08853402191179692,0.0003821786956242589,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09047561224395068,0.10377264894854218,0.16536215172631963,0.21365097532809257,0.3076845343620937,0.3811816260146308,0.4014983301955511,0.08848586157692287,0.09,0.09,0.09,0.09,0.09,0.09,0.12365097532809258,0.0,0.14116407828730448,0.2911816260146308,0.3114983301955511,0.31629189580574846
A_EQUAL_SHARE,17,0.08853402191185118,0.00038217869562479095,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09047561224394735,0.10377264894853819,0.16536215172669036,0.2136509753280851,0.3076845343619556,0.3811816260147102,0.4014983301957008,0.08848586157692076,0.09,0.09,0.09,0.09,0.09,0.09,0.12365097532808511,0.0,0.14116407828730076,0.2911816260147102,0.3114983301957008,0.3162918958059141
A_EQUAL_SHARE,18,0.0885340219118491,0.00038217869562474926,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09047561224394762,0.10377264894853855,0.165362151726639,0.21365097532808566,0.3076845343619815,0.3811816260147174,0.40149833019571424,0.08848586157692093,0.09,0.09,0.09,0.09,0.09,0.09,0.12365097532808567,0.0,0.1411640782873046,0.2911816260147174,0.3114983301957142,0.31629189580592887
A_EQUAL_SHARE,19,0.08853402191185059,0.00038217869562458745,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09047561224394855,0.10377264894853959,0.1653621517266477,0.21365097532808752,0.307684534361981,0.3811816260147213,0.4014983301957188,0.08848586157692157,0.09,0.09,0.09,0.09,0.09,0.09,0.12365097532808753,0.0,0.14116407828730645,0.29118162601472125,0.31149833019571876,0.31629189580593364
A_EQUAL_SHARE,20,0.08853402191185071,0.00038217869562455557,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09047561224394873,0.10377264894853978,0.16536215172664692,0.21365097532808805,0.30768453436198195,0.3811816260147221,0.40149833019571973,0.0884858615769217,0.09,0.09,0.09,0.09,0.09,0.09,0.12365097532808805,0.0,0.14116407828730693,0.29118162601472214,0.31149833019571976,0.31629189580593464
A_EQUAL_SHARE,21,0.08853402191185034,0.0003821786956246512,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09047561224394818,0.10377264894853916,0.16536215172664623,0.2136509753280869,0.30768453436198034,0.38118162601472033,0.40149833019571785,0.08848586157692132,0.09,0.09,0.09,0.09,0.09,0.09,0.12365097532808692,0.0,0.14116407828730576,0.29118162601472036,0.3114983301957179,0.31629189580593275
A_EQUAL_SHARE,22,0.08853402191184978,0.00038217869562477626,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09047561224394747,0.10377264894853841,0.16536215172664503,0.2136509753280854,0.3076845343619784,0.3811816260147178,0.4014983301957151,0.08848586157692082,0.09,0.09,0.09,0.09,0.09,0.09,0.12365097532808542,0.0,0.14116407828730423,0.29118162601471775,0.31149833019571516,0.31629189580593
A_EQUAL_SHARE,23,0.08853402191185017,0.000382178695624661,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09047561224394812,0.1037726489485391,0.16536215172664614,0.21365097532808663,0.3076845343619802,0.3811816260147197,0.40149833019571723,0.08848586157692127,0.09,0.09,0.09,0.09,0.09,0.09,0.12365097532808664,0.0,0.1411640782873055,0.2911816260147197,0.3114983301957172,0.3162918958059321
A_EQUAL_SHARE,24,0.0885340219118505,0.0003821786956245997,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09047561224394848,0.1037726489485395,0.16536215172664667,0.21365097532808747,0.3076845343619812,0.38118162601472116,0.40149833019571873,0.08848586157692152,0.09,0.09,0.09,0.09,0.09,0.09,0.12365097532808747,0.0,0.14116407828730634,0.2911816260147212,0.31149833019571876,0.31629189580593364
