step,province,identity,captured,derived,absolute_error,pass_128eps
1,安徽,capital_addition,54413445.073219396,54413445.073219396,0.0,True
1,福建,ra0_decomposition,-0.02472319718378831,-0.02472319718378831,0.0,True
1,福建,rk_decomposition,0.00027286029622508004,0.00027286029622508004,0.0,True
1,福建,mt_decomposition,0.9656224793441434,0.9656224793441434,0.0,True
1,福建,tax_clipping,-5402692.329025859,-5402692.329025859,0.0,True
1,福建,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,福建,capital_addition,75657960.25524569,75657960.25524569,0.0,True
1,江西,ra0_decomposition,-0.024755857398555275,-0.024755857398555275,0.0,True
1,江西,rk_decomposition,0.0002407135765772585,0.0002407135765772585,0.0,True
1,江西,mt_decomposition,0.9658221529522666,0.9658221529522667,1.1102230246251565e-16,True
1,江西,tax_clipping,-3786388.2937038015,-3786388.2937038015,0.0,True
1,江西,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,江西,capital_addition,38741707.72633658,38741707.72633658,0.0,True
1,山东,ra0_decomposition,-0.024901880167112405,-0.024901880167112405,0.0,True
1,山东,rk_decomposition,9.671194429017492e-05,9.671194429017492e-05,0.0,True
1,山东,mt_decomposition,0.9655159273354528,0.9655159273354529,1.1102230246251565e-16,True
1,山东,tax_clipping,-9102976.132369488,-9102976.132369488,0.0,True
1,山东,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,山东,capital_addition,157378813.9137608,157378813.9137608,0.0,True
1,河南,ra0_decomposition,-0.024807682101133,-0.024807682101133,0.0,True
1,河南,rk_decomposition,0.00018956263916935305,0.00018956263916935305,0.0,True
1,河南,mt_decomposition,0.9655382007206426,0.9655382007206424,1.1102230246251565e-16,True
1,河南,tax_clipping,-7830173.646186242,-7830173.646186242,0.0,True
1,河南,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,河南,capital_addition,128990644.25256982,128990644.25256982,0.0,True
1,湖北,ra0_decomposition,-0.024757829467881718,-0.024757829467881718,0.0,True
1,湖北,rk_decomposition,0.00023872097854180758,0.00023872097854180758,0.0,True
1,湖北,mt_decomposition,0.9656212152356132,0.9656212152356133,1.1102230246251565e-16,True
1,湖北,tax_clipping,-5485265.858484148,-5485265.858484148,0.0,True
1,湖北,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,湖北,capital_addition,76878166.61791115,76878166.61791115,0.0,True
1,湖南,ra0_decomposition,-0.024748066619405217,-0.024748066619405217,0.0,True
1,湖南,rk_decomposition,0.00024835444795486586,0.00024835444795486586,0.0,True
1,湖南,mt_decomposition,0.9656600081889752,0.9656600081889751,1.1102230246251565e-16,True
1,湖南,tax_clipping,-4962430.1959885415,-4962430.1959885415,0.0,True
1,湖南,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,湖南,capital_addition,65071045.42455103,65071045.42455103,0.0,True
1,广东,ra0_decomposition,-0.024712203842752165,-0.024712203842752165,0.0,True
1,广东,rk_decomposition,0.0002836671902524775,0.0002836671902524775,0.0,True
1,广东,mt_decomposition,0.9655177630821228,0.9655177630821227,1.1102230246251565e-16,True
1,广东,tax_clipping,-9029419.399074562,-9029419.399074562,0.0,True
1,广东,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,广东,capital_addition,157246434.3044602,157246434.3044602,0.0,True
1,广西,ra0_decomposition,-0.02476347214711337,-0.02476347214711337,0.0,True
1,广西,rk_decomposition,0.00023318015015635183,0.00023318015015635183,0.0,True
1,广西,mt_decomposition,0.9657128243850897,0.9657128243850898,1.1102230246251565e-16,True
1,广西,tax_clipping,-4402256.953175759,-4402256.953175759,0.0,True
1,广西,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,广西,capital_addition,52917719.34754175,52917719.34754175,0.0,True
1,海南,ra0_decomposition,-0.024788794180670475,-0.024788794180670475,0.0,True
1,海南,rk_decomposition,0.00020847549066776002,0.00020847549066776002,0.0,True
1,海南,mt_decomposition,0.9669501036232514,0.9669501036232514,0.0,True
1,海南,tax_clipping,-2464931.1490981774,-2464931.1490981774,0.0,True
1,海南,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,海南,capital_addition,10130235.428006176,10130235.428006176,0.0,True
1,重庆,ra0_decomposition,-0.024721135635516374,-0.024721135635516374,0.0,True
1,重庆,rk_decomposition,0.000274944857341451,0.000274944857341451,0.0,True
1,重庆,mt_decomposition,0.9658119886681275,0.9658119886681275,0.0,True
1,重庆,tax_clipping,-3787334.5501204208,-3787334.5501204208,0.0,True
1,重庆,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,重庆,capital_addition,39399154.35456062,39399154.35456062,0.0,True
1,四川,ra0_decomposition,-0.02474836630799992,-0.02474836630799992,0.0,True
1,四川,rk_decomposition,0.0002480556363253109,0.0002480556363253109,0.0,True
1,四川,mt_decomposition,0.9656464535317465,0.9656464535317465,0.0,True
1,四川,tax_clipping,-5147958.206821363,-5147958.206821363,0.0,True
1,四川,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,四川,capital_addition,69630049.44208859,69630049.44208859,0.0,True
1,贵州,ra0_decomposition,-0.024741867317272046,-0.024741867317272046,0.0,True
1,贵州,rk_decomposition,0.00025452521624139346,0.00025452521624139346,0.0,True
1,贵州,mt_decomposition,0.9658927144934101,0.9658927144934101,0.0,True
1,贵州,tax_clipping,-3515743.354236527,-3515743.354236527,0.0,True
1,贵州,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,贵州,capital_addition,32902624.417158253,32902624.417158253,0.0,True
1,云南,ra0_decomposition,-0.02473120843060977,-0.02473120843060977,0.0,True
1,云南,rk_decomposition,0.000264985967882638,0.000264985967882638,0.0,True
1,云南,mt_decomposition,0.9657081189916393,0.9657081189916393,0.0,True
1,云南,tax_clipping,-4436081.5747292405,-4436081.5747292405,0.0,True
1,云南,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,云南,capital_addition,53932457.38692126,53932457.38692126,0.0,True
1,西藏,ra0_decomposition,-0.024536399083064778,-0.024536399083064778,0.0,True
1,西藏,rk_decomposition,0.0004580651767821314,0.0004580651767821314,0.0,True
1,西藏,mt_decomposition,0.9679456864620486,0.9679456864620485,1.1102230246251565e-16,True
1,西藏,tax_clipping,-2183976.731911318,-2183976.731911318,0.0,True
1,西藏,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,西藏,capital_addition,6115525.434496434,6115525.434496434,0.0,True
1,陕西,ra0_decomposition,-0.02474928534503458,-0.02474928534503458,0.0,True
1,陕西,rk_decomposition,0.0002471690354193754,0.0002471690354193754,0.0,True
1,陕西,mt_decomposition,0.9657244006683694,0.9657244006683695,1.1102230246251565e-16,True
1,陕西,tax_clipping,-4305589.719331921,-4305589.719331921,0.0,True
1,陕西,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,陕西,capital_addition,50674402.61342167,50674402.61342167,0.0,True
1,甘肃,ra0_decomposition,-0.024751995566039464,-0.024751995566039464,0.0,True
1,甘肃,rk_decomposition,0.00024462907816483236,0.00024462907816483236,0.0,True
1,甘肃,mt_decomposition,0.9662611908110932,0.9662611908110931,1.1102230246251565e-16,True
1,甘肃,tax_clipping,-2882265.311951685,-2882265.311951685,0.0,True
1,甘肃,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,甘肃,capital_addition,18523950.23197946,18523950.23197946,0.0,True
1,青海,ra0_decomposition,-0.024726021946487417,-0.024726021946487417,0.0,True
1,青海,rk_decomposition,0.00027033966785765565,0.00027033966785765565,0.0,True
1,青海,mt_decomposition,0.9665943985296199,0.9665943985296198,1.1102230246251565e-16,True
1,青海,tax_clipping,-2583152.9844998736,-2583152.9844998736,0.0,True
1,青海,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,青海,capital_addition,13137247.297365654,13137247.297365654,0.0,True
1,宁夏,ra0_decomposition,-0.024694440731642175,-0.024694440731642175,0.0,True
1,宁夏,rk_decomposition,0.00030147993186711386,0.00030147993186711386,0.0,True
1,宁夏,mt_decomposition,0.9665232092736049,0.9665232092736048,1.1102230246251565e-16,True
1,宁夏,tax_clipping,-2653943.458551327,-2653943.458551327,0.0,True
1,宁夏,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,宁夏,capital_addition,13980397.550842786,13980397.550842786,0.0,True
1,新疆,ra0_decomposition,-0.02472993562696526,-0.02472993562696526,0.0,True
1,新疆,rk_decomposition,0.000266278640957871,0.000266278640957871,0.0,True
1,新疆,mt_decomposition,0.9658496832882901,0.96584968328829,1.1102230246251565e-16,True
1,新疆,tax_clipping,-3441461.805052244,-3441461.805052244,0.0,True
1,新疆,current_household_Lt,0.647623598114104,0.647623598114104,0.0,True
1,新疆,capital_addition,35449195.97813925,35449195.97813925,0.0,True
2,北京,ra0_decomposition,-0.024336716944471353,-0.024336716944471353,0.0,True
2,北京,rk_decomposition,0.0006406531063157538,0.0006406531063157538,0.0,True
2,北京,mt_decomposition,0.9455806782700737,0.9455806782700739,1.1102230246251565e-16,True
2,北京,tax_clipping,-4725467.118454944,-4725467.118454944,0.0,True
2,北京,current_household_Lt,0.7185141534191857,0.7185141534191857,0.0,True
2,北京,capital_addition,49376654.79714958,49376654.79714958,0.0,True
2,天津,ra0_decomposition,-0.024743881885900952,-0.024743881885900952,0.0,True
2,天津,rk_decomposition,0.00024736020985374513,0.00024736020985374513,0.0,True
2,天津,mt_decomposition,0.9455033824352624,0.9455033824352624,0.0,True
2,天津,tax_clipping,-4910209.005083968,-4910209.005083968,0.0,True
2,天津,current_household_Lt,0.7225715572628327,0.7225715572628327,0.0,True
2,天津,capital_addition,51442342.01505961,51442342.01505961,0.0,True
2,河北,ra0_decomposition,-0.024927284001782343,-0.024927284001782343,0.0,True
2,河北,rk_decomposition,7.022612506910483e-05,7.022612506910483e-05,0.0,True
2,河北,mt_decomposition,0.9454567452015121,0.9454567452015122,1.1102230246251565e-16,True
2,河北,tax_clipping,-6737808.710602058,-6737808.710602058,0.0,True
2,河北,current_household_Lt,0.7151045821338331,0.7151045821338331,0.0,True
2,河北,capital_addition,90462508.40057164,90462508.40057164,0.0,True
2,山西,ra0_decomposition,-0.02470006196952961,-0.02470006196952961,0.0,True
2,山西,rk_decomposition,0.000289686903049493,0.000289686903049493,0.0,True
2,山西,mt_decomposition,0.945520818933632,0.945520818933632,0.0,True
2,山西,tax_clipping,-4322482.636377728,-4322482.636377728,0.0,True
2,山西,current_household_Lt,0.6908461703929502,0.6908461703929502,0.0,True
2,山西,capital_addition,37866207.929257065,37866207.929257065,0.0,True
2,内蒙古,ra0_decomposition,-0.024743502325011022,-0.024743502325011022,0.0,True
2,内蒙古,rk_decomposition,0.0002477260960237107,0.0002477260960237107,0.0,True
2,内蒙古,mt_decomposition,0.9455006489746305,0.9455006489746306,1.1102230246251565e-16,True
2,内蒙古,tax_clipping,-5133768.177932441,-5133768.177932441,0.0,True
2,内蒙古,current_household_Lt,0.7230347082936301,0.7230347082936301,0.0,True
2,内蒙古,capital_addition,57091774.82108515,57091774.82108515,0.0,True
2,辽宁,ra0_decomposition,-0.02489089897420176,-0.02489089897420176,0.0,True
2,辽宁,rk_decomposition,0.0001053665175265739,0.0001053665175265739,0.0,True
2,辽宁,mt_decomposition,0.9454680784824472,0.9454680784824473,1.1102230246251565e-16,True
2,辽宁,tax_clipping,-5628682.445442754,-5628682.445442754,0.0,True
2,辽宁,current_household_Lt,0.6753390413666278,0.6753390413666278,0.0,True
2,辽宁,capital_addition,67159715.87488092,67159715.87488092,0.0,True
2,吉林,ra0_decomposition,-0.024810153795254294,-0.024810153795254294,0.0,True
2,吉林,rk_decomposition,0.00018335180882970444,0.00018335180882970444,0.0,True
2,吉林,mt_decomposition,0.9454893392981255,0.9454893392981255,0.0,True
2,吉林,tax_clipping,-4918051.017459461,-4918051.017459461,0.0,True
2,吉林,current_household_Lt,0.6821471785310119,0.6821471785310119,0.0,True
2,吉林,capital_addition,52496089.13281593,52496089.13281593,0.0,True
2,黑龙江,ra0_decomposition,-0.024763285914841584,-0.024763285914841584,0.0,True
2,黑龙江,rk_decomposition,0.0002286197110758588,0.0002286197110758588,0.0,True
2,黑龙江,mt_decomposition,0.9455034400575202,0.9455034400575201,1.1102230246251565e-16,True
2,黑龙江,tax_clipping,-4501850.876672005,-4501850.876672005,0.0,True
2,黑龙江,current_household_Lt,0.6873919762570779,0.6873919762570779,0.0,True
2,黑龙江,capital_addition,44331735.525654145,44331735.525654145,0.0,True
2,上海,ra0_decomposition,-0.024401995430112216,-0.024401995430112216,0.0,True
2,上海,rk_decomposition,0.0005775929596386022,0.0005775929596386022,0.0,True
2,上海,mt_decomposition,0.9455657839451933,0.9455657839451933,0.0,True
2,上海,tax_clipping,-4949342.063113948,-4949342.063113948,0.0,True
2,上海,current_household_Lt,0.7198582790703503,0.7198582790703503,0.0,True
2,上海,capital_addition,54126988.97051053,54126988.97051053,0.0,True
2,江苏,ra0_decomposition,-0.024941985890913107,-0.024941985890913107,0.0,True
2,江苏,rk_decomposition,5.602704409045005e-05,5.602704409045005e-05,0.0,True
2,江苏,mt_decomposition,0.9454463194678334,0.9454463194678334,0.0,True
2,江苏,tax_clipping,-9374429.823872833,-9374429.823872833,0.0,True
2,江苏,current_household_Lt,0.6665375739877535,0.6665375739877535,0.0,True
2,江苏,capital_addition,149473956.94616297,149473956.94616297,0.0,True
2,浙江,ra0_decomposition,-0.024843497953987995,-0.024843497953987995,0.0,True
2,浙江,rk_decomposition,0.00015114530874298305,0.00015114530874298305,0.0,True
2,浙江,mt_decomposition,0.945470005811269,0.9454700058112689,1.1102230246251565e-16,True
2,浙江,tax_clipping,-7013006.838781528,-7013006.838781528,0.0,True
2,浙江,current_household_Lt,0.6670251322967636,0.6670251322967636,0.0,True
2,浙江,capital_addition,98245711.22472881,98245711.22472881,0.0,True
2,安徽,ra0_decomposition,-0.024743325335847284,-0.024743325335847284,0.0,True
2,安徽,rk_decomposition,0.00024789744492463117,0.00024789744492463117,0.0,True
2,安徽,mt_decomposition,0.945502267872915,0.9455022678729149,1.1102230246251565e-16,True
2,安徽,tax_clipping,-5064445.951615857,-5064445.951615857,0.0,True
2,安徽,current_household_Lt,0.7123314224191679,0.7123314224191679,0.0,True
2,安徽,capital_addition,54423148.50005481,54423148.50005481,0.0,True
2,福建,ra0_decomposition,-0.024707829952647198,-0.024707829952647198,0.0,True
2,福建,rk_decomposition,0.0002821783657821166,0.0002821783657821166,0.0,True
2,福建,mt_decomposition,0.9454999705367517,0.9454999705367516,1.1102230246251565e-16,True
2,福建,tax_clipping,-5952653.777255206,-5952653.777255206,0.0,True
2,福建,current_household_Lt,0.6699684739740566,0.6699684739740566,0.0,True
2,福建,capital_addition,75667093.05600259,75667093.05600259,0.0,True
2,江西,ra0_decomposition,-0.024741436636744246,-0.024741436636744246,0.0,True
2,江西,rk_decomposition,0.0002497244474771976,0.0002497244474771976,0.0,True
2,江西,mt_decomposition,0.9455135288215705,0.9455135288215705,0.0,True
2,江西,tax_clipping,-4384692.565159189,-4384692.565159189,0.0,True
2,江西,current_household_Lt,0.7139564814944994,0.7139564814944994,0.0,True
2,江西,capital_addition,38751395.87356386,38751395.87356386,0.0,True
2,山东,ra0_decomposition,-0.024896290382164055,-0.024896290382164055,0.0,True
2,山东,rk_decomposition,0.00010015825535404149,0.00010015825535404149,0.0,True
2,山东,mt_decomposition,0.9454544633897067,0.9454544633897067,0.0,True
2,山东,tax_clipping,-9673129.765108258,-9673129.765108258,0.0,True
2,山东,current_household_Lt,0.6654997897956891,0.6654997897956891,0.0,True
2,山东,capital_addition,157387345.3356848,157387345.3356848,0.0,True
2,河南,ra0_decomposition,-0.024797520766091787,-0.024797520766091787,0.0,True
2,河南,rk_decomposition,0.0001955498365280502,0.0001955498365280502,0.0,True
2,河南,mt_decomposition,0.9454751957063563,0.9454751957063562,1.1102230246251565e-16,True
2,河南,tax_clipping,-8359473.800567867,-8359473.800567867,0.0,True
2,河南,current_household_Lt,0.6637291448653713,0.6637291448653713,0.0,True
2,河南,capital_addition,128999441.36424805,128999441.36424805,0.0,True
2,湖北,ra0_decomposition,-0.024744336730341952,-0.024744336730341952,0.0,True
2,湖北,rk_decomposition,0.00024691851291156483,0.00024691851291156483,0.0,True
2,湖北,mt_decomposition,0.9454938991917827,0.9454938991917828,1.1102230246251565e-16,True
2,湖北,tax_clipping,-6044303.448890748,-6044303.448890748,0.0,True
2,湖北,current_household_Lt,0.7127264811495762,0.7127264811495762,0.0,True
2,湖北,capital_addition,76887823.30050199,76887823.30050199,0.0,True
2,湖南,ra0_decomposition,-0.02473414411958941,-0.02473414411958941,0.0,True
2,湖南,rk_decomposition,0.0002567639428765382,0.0002567639428765382,0.0,True
2,湖南,mt_decomposition,0.9454993929351928,0.9454993929351928,0.0,True
2,湖南,tax_clipping,-5518300.86057297,-5518300.86057297,0.0,True
2,湖南,current_household_Lt,0.7138123598037219,0.7138123598037219,0.0,True
2,湖南,capital_addition,65080721.05564467,65080721.05564467,0.0,True
2,广东,ra0_decomposition,-0.024697257774189227,-0.024697257774189227,0.0,True
2,广东,rk_decomposition,0.00029238659985458723,0.00029238659985458723,0.0,True
2,广东,mt_decomposition,0.9454919973138592,0.9454919973138592,0.0,True
2,广东,tax_clipping,-9535949.770563576,-9535949.770563576,0.0,True
2,广东,current_household_Lt,0.6700750146994792,0.6700750146994792,0.0,True
2,广东,capital_addition,157255104.31794044,157255104.31794044,0.0,True
2,广西,ra0_decomposition,-0.024750387751027832,-0.024750387751027832,0.0,True
2,广西,rk_decomposition,0.0002410761696467389,0.0002410761696467389,0.0,True
2,广西,mt_decomposition,0.9455007914573806,0.9455007914573806,0.0,True
2,广西,tax_clipping,-4954137.850721741,-4954137.850721741,0.0,True
2,广西,current_household_Lt,0.6720818386538114,0.6720818386538114,0.0,True
2,广西,capital_addition,52927105.93982521,52927105.93982521,0.0,True
2,海南,ra0_decomposition,-0.024774661985118903,-0.024774661985118903,0.0,True
2,海南,rk_decomposition,0.00021765771033317518,0.00021765771033317518,0.0,True
2,海南,mt_decomposition,0.9456155512245067,0.9456155512245067,0.0,True
2,海南,tax_clipping,-3139180.0773170693,-3139180.0773170693,0.0,True
2,海南,current_household_Lt,0.6752879213958771,0.6752879213958771,0.0,True
2,海南,capital_addition,10139885.985311665,10139885.985311665,0.0,True
2,重庆,ra0_decomposition,-0.0247045500353619,-0.0247045500353619,0.0,True
2,重庆,rk_decomposition,0.00028535162548035765,0.00028535162548035765,0.0,True
2,重庆,mt_decomposition,0.9455187636827416,0.9455187636827415,1.1102230246251565e-16,True
2,重庆,tax_clipping,-4382157.457112057,-4382157.457112057,0.0,True
2,重庆,current_household_Lt,0.6657057161196134,0.6657057161196134,0.0,True
2,重庆,capital_addition,39408595.83828705,39408595.83828705,0.0,True
2,四川,ra0_decomposition,-0.024734693117535938,-0.024734693117535938,0.0,True
2,四川,rk_decomposition,0.0002562333139287889,0.0002562333139287889,0.0,True
2,四川,mt_decomposition,0.94549785057231,0.9454978505723101,1.1102230246251565e-16,True
2,四川,tax_clipping,-5688844.02414812,-5688844.02414812,0.0,True
2,四川,current_household_Lt,0.7160806873609168,0.7160806873609168,0.0,True
2,四川,capital_addition,69639734.98463641,69639734.98463641,0.0,True
2,贵州,ra0_decomposition,-0.024726793537622586,-0.024726793537622586,0.0,True
2,贵州,rk_decomposition,0.0002638695840414416,0.0002638695840414416,0.0,True
2,贵州,mt_decomposition,0.9455231477138214,0.9455231477138214,0.0,True
2,贵州,tax_clipping,-4104239.556969176,-4104239.556969176,0.0,True
2,贵州,current_household_Lt,0.7179915453610219,0.7179915453610219,0.0,True
2,贵州,capital_addition,32912312.70078387,32912312.70078387,0.0,True
2,云南,ra0_decomposition,-0.02471668039025092,-0.02471668039025092,0.0,True
2,云南,rk_decomposition,0.0002736324935370018,0.0002736324935370018,0.0,True
2,云南,mt_decomposition,0.9455067166918912,0.9455067166918912,0.0,True
2,云南,tax_clipping,-4971697.043612961,-4971697.043612961,0.0,True
2,云南,current_household_Lt,0.6728247759825824,0.6728247759825824,0.0,True
2,云南,capital_addition,53941871.85626328,53941871.85626328,0.0,True
2,西藏,ra0_decomposition,-0.024503906183301387,-0.024503906183301387,0.0,True
2,西藏,rk_decomposition,0.00047925747906003233,0.00047925747906003233,0.0,True
2,西藏,mt_decomposition,0.9457623594235955,0.9457623594235954,1.1102230246251565e-16,True
2,西藏,tax_clipping,-2860401.1649911376,-2860401.1649911376,0.0,True
2,西藏,current_household_Lt,0.7010643947767743,0.7010643947767743,0.0,True
2,西藏,capital_addition,6125194.488936972,6125194.488936972,0.0,True
2,陕西,ra0_decomposition,-0.024734750849349712,-0.024734750849349712,0.0,True
2,陕西,rk_decomposition,0.00025617907851494817,0.00025617907851494817,0.0,True
2,陕西,mt_decomposition,0.9455036330252086,0.9455036330252086,0.0,True
2,陕西,tax_clipping,-4887481.724085059,-4887481.724085059,0.0,True
2,陕西,current_household_Lt,0.6623857257784023,0.6623857257784023,0.0,True
2,陕西,capital_addition,50683405.560557775,50683405.560557775,0.0,True
2,甘肃,ra0_decomposition,-0.024737038501199172,-0.024737038501199172,0.0,True
2,甘肃,rk_decomposition,0.0002539834649619808,0.0002539834649619808,0.0,True
2,甘肃,mt_decomposition,0.9455565705620734,0.9455565705620733,1.1102230246251565e-16,True
2,甘肃,tax_clipping,-3495361.0955749513,-3495361.0955749513,0.0,True
2,甘肃,current_household_Lt,0.7170783152754511,0.7170783152754511,0.0,True
2,甘肃,capital_addition,18533650.68427708,18533650.68427708,0.0,True
2,青海,ra0_decomposition,-0.024708573445853636,-0.024708573445853636,0.0,True
2,青海,rk_decomposition,0.000281487352767284,0.000281487352767284,0.0,True
2,青海,mt_decomposition,0.9455935259490555,0.9455935259490557,1.1102230246251565e-16,True
2,青海,tax_clipping,-3216184.778631576,-3216184.778631576,0.0,True
2,青海,current_household_Lt,0.6810017926486526,0.6810017926486526,0.0,True
2,青海,capital_addition,13146834.073655939,13146834.073655939,0.0,True
2,宁夏,ra0_decomposition,-0.024674819417732443,-0.024674819417732443,0.0,True
2,宁夏,rk_decomposition,0.00031409036936514036,0.00031409036936514036,0.0,True
