call,old_converged,new_converged,old_iterations,new_iterations,old_statistic,new_statistic,status_match,statistic_match_128eps
374,True,True,27,27,3.256195313383614e-10,3.256195313383614e-10,True,True
375,True,True,69,69,5.8131721658583047e-11,5.8131721658583047e-11,True,True
376,True,True,14,14,8.666152240266456e-10,8.666152240266456e-10,True,True
377,True,True,17,17,8.815299601394599e-10,8.815299601394599e-10,True,True
378,True,True,18,18,6.660316742568284e-11,6.660316742568284e-11,True,True
379,True,True,15,15,1.6784422740556693e-09,1.6784422740556693e-09,True,True
380,True,True,14,14,1.3670593546066812e-09,1.3670593546066812e-09,True,True
381,True,True,16,16,3.3222868900395497e-10,3.3222868900395497e-10,True,True
382,True,True,14,14,3.417177207865052e-09,3.417177207865052e-09,True,True
383,True,True,14,14,1.1418266332441362e-09,1.1418266332441362e-09,True,True
384,True,True,87,87,8.970618248227424e-09,8.970618248227424e-09,True,True
385,True,True,14,14,6.2285723245736335e-09,6.2285723245736335e-09,True,True
386,True,True,48,48,3.6133762648660195e-11,3.6133762648660195e-11,True,True
387,True,True,14,14,1.2361711654307328e-08,1.2361711654307328e-08,True,True
388,True,True,14,14,3.906988488289187e-08,3.906988488289187e-08,True,True
389,True,True,53,53,6.484242476290092e-09,6.484242476290092e-09,True,True
390,True,True,86,86,5.4015902861692666e-11,5.4015902861692666e-11,True,True
391,True,True,14,14,5.424340976389885e-10,5.424340976389885e-10,True,True
392,True,True,13,13,1.5047028512071847e-08,1.5047028512071847e-08,True,True
393,True,True,13,13,1.6033557148631417e-08,1.6033557148631417e-08,True,True
394,True,True,14,14,2.7398172619541583e-10,2.7398172619541583e-10,True,True
395,False,False,100,100,0.35472309199278906,0.35472309199278906,True,True
396,True,True,13,13,6.858599421732947e-08,6.858599421732947e-08,True,True
397,True,True,13,13,5.475338715754674e-08,5.475338715754674e-08,True,True
398,True,True,26,26,2.6086244275802528e-11,2.6086244275802528e-11,True,True
399,True,True,14,14,2.5660469304966682e-09,2.5660469304966682e-09,True,True
400,True,True,13,13,8.339849344451977e-08,8.339849344451977e-08,True,True
401,True,True,27,27,4.175615764268059e-08,4.175615764268059e-08,True,True
402,True,True,15,15,7.420132286384273e-09,7.420132286384273e-09,True,True
403,True,True,15,15,3.0821718510765095e-09,3.0821718510765095e-09,True,True
404,True,True,14,14,8.209233293143825e-10,8.209233293143825e-10,True,True
405,True,True,27,27,2.6417712462034615e-10,2.6417712462034615e-10,True,True
406,True,True,76,76,4.3830938878386405e-11,4.3830938878386405e-11,True,True
407,True,True,14,14,8.292015962751975e-10,8.292015962751975e-10,True,True
408,True,True,18,18,6.565556986970478e-10,6.565556986970478e-10,True,True
409,True,True,18,18,4.8681263464800395e-09,4.8681263464800395e-09,True,True
410,True,True,15,15,1.7438321897600417e-09,1.7438321897600417e-09,True,True
411,True,True,15,15,6.3376477399401665e-09,6.3376477399401665e-09,True,True
412,True,True,16,16,3.3000979726693913e-10,3.3000979726693913e-10,True,True
413,True,True,14,14,3.208623144956846e-09,3.208623144956846e-09,True,True
414,True,True,14,14,1.0831513463926967e-09,1.0831513463926967e-09,True,True
415,False,False,100,100,0.44497832217725497,0.44497832217725497,True,True
416,True,True,14,14,6.0939631119083515e-09,6.0939631119083515e-09,True,True
417,False,False,100,100,0.005657975842295437,0.005657975842295437,True,True
418,True,True,14,14,1.1577079961355707e-08,1.1577079961355707e-08,True,True
419,True,True,14,14,3.7071749225958683e-08,3.7071749225958683e-08,True,True
420,True,True,89,89,1.9883759083683117e-09,1.9883759083683117e-09,True,True
421,True,True,42,42,6.557066001278145e-11,6.557066001278145e-11,True,True
422,True,True,14,14,5.36035216214259e-10,5.36035216214259e-10,True,True
423,True,True,13,13,1.531132998167095e-08,1.531132998167095e-08,True,True
424,True,True,13,13,1.6128467006382152e-08,1.6128467006382152e-08,True,True
425,True,True,14,14,2.629994000358238e-10,2.629994000358238e-10,True,True
426,False,False,100,100,0.010015164771810525,0.010015164771810525,True,True
427,True,True,13,13,6.523497564359104e-08,6.523497564359104e-08,True,True
428,True,True,13,13,5.6515280011382174e-08,5.6515280011382174e-08,True,True
429,True,True,26,26,2.6015634091436368e-11,2.6015634091436368e-11,True,True
430,True,True,14,14,2.4363187023368482e-09,2.4363187023368482e-09,True,True
431,True,True,13,13,8.209838231465483e-08,8.209838231465483e-08,True,True
432,True,True,27,27,3.995177655369275e-08,3.995177655369275e-08,True,True
433,True,True,15,15,1.0630940572298186e-10,1.0630940572298186e-10,True,True
434,True,True,15,15,3.0831763808691903e-09,3.0831763808691903e-09,True,True
435,True,True,14,14,8.263143502773573e-10,8.263143502773573e-10,True,True
436,True,True,27,27,2.7496049881392537e-10,2.7496049881392537e-10,True,True
437,False,False,100,100,0.0008671263340761515,0.0008671263340761515,True,True
438,True,True,14,14,8.36474445264912e-10,8.36474445264912e-10,True,True
439,True,True,18,18,7.254845613147154e-10,7.254845613147154e-10,True,True
440,True,True,18,18,2.361369766390453e-09,2.361369766390453e-09,True,True
441,True,True,15,15,1.7306756028290238e-09,1.7306756028290238e-09,True,True
442,True,True,15,15,6.3385923176895176e-09,6.3385923176895176e-09,True,True
443,True,True,16,16,3.304245765889391e-10,3.304245765889391e-10,True,True
444,True,True,14,14,3.247873525680234e-09,3.247873525680234e-09,True,True
445,True,True,14,14,1.0942358130705543e-09,1.0942358130705543e-09,True,True
446,True,True,51,51,8.881089197387837e-10,8.881089197387837e-10,True,True
447,True,True,14,14,6.1196478995384496e-09,6.1196478995384496e-09,True,True
448,True,True,52,52,2.7839841543197963e-10,2.7839841543197963e-10,True,True
449,True,True,14,14,1.1725793003236618e-08,1.1725793003236618e-08,True,True
450,True,True,14,14,3.7450040180075916e-08,3.7450040180075916e-08,True,True
451,True,True,49,49,9.958889490846445e-09,9.958889490846445e-09,True,True
452,True,True,84,84,2.041154578691362e-09,2.041154578691362e-09,True,True
453,True,True,14,14,5.372564615413467e-10,5.372564615413467e-10,True,True
454,True,True,13,13,1.5291647059711977e-08,1.5291647059711977e-08,True,True
455,True,True,13,13,1.611061195561092e-08,1.611061195561092e-08,True,True
456,True,True,14,14,2.650550889882197e-10,2.650550889882197e-10,True,True
457,True,True,39,39,3.052125974178921e-08,3.052125974178921e-08,True,True
458,True,True,13,13,6.586414569298427e-08,6.586414569298427e-08,True,True
459,True,True,13,13,5.6177420937331135e-08,5.6177420937331135e-08,True,True
460,True,True,26,26,2.602851267852202e-11,2.602851267852202e-11,True,True
461,True,True,14,14,2.460712966723122e-09,2.460712966723122e-09,True,True
462,True,True,13,13,8.234697546072312e-08,8.234697546072312e-08,True,True
463,True,True,27,27,4.058158431519132e-08,4.058158431519132e-08,True,True
464,True,True,15,15,1.1629675000790485e-10,1.1629675000790485e-10,True,True
465,True,True,15,15,3.0829827579736957e-09,3.0829827579736957e-09,True,True
466,True,True,15,15,1.865867460537629e-10,1.865867460537629e-10,True,True
467,True,True,26,26,2.4783819441154264e-10,2.4783819441154264e-10,True,True
468,True,True,39,39,9.68827698066832e-08,9.68827698066832e-08,True,True
469,True,True,14,14,7.727405382240704e-10,7.727405382240704e-10,True,True
470,True,True,17,17,7.158101178461607e-08,7.158101178461607e-08,True,True
471,True,True,18,18,3.4780294200231765e-09,3.4780294200231765e-09,True,True
472,True,True,15,15,9.407830958707564e-09,9.407830958707564e-09,True,True
473,True,True,15,15,6.3295946262087455e-09,6.3295946262087455e-09,True,True
474,True,True,15,15,5.521572088440507e-10,5.521572088440507e-10,True,True
475,True,True,14,14,2.9067539486504756e-09,2.9067539486504756e-09,True,True
476,True,True,14,14,9.967071612493328e-10,9.967071612493328e-10,True,True
477,False,False,100,100,0.09290825259467739,0.09290825259467739,True,True
478,True,True,14,14,5.888082910132653e-09,5.888082910132653e-09,True,True
479,True,True,27,27,7.973866011923292e-11,7.973866011923292e-11,True,True
480,True,True,14,14,1.0418130358402777e-08,1.0418130358402777e-08,True,True
481,True,True,14,14,3.4103428525611434e-08,3.4103428525611434e-08,True,True
482,True,True,72,72,6.768563487469237e-11,6.768563487469237e-11,True,True
483,False,False,100,100,1.1867219416379449,1.1867219416379449,True,True
484,True,True,14,14,5.262812408091122e-10,5.262812408091122e-10,True,True
485,True,True,13,13,1.5510171369470527e-08,1.5510171369470527e-08,True,True
486,True,True,13,13,1.6270026659270798e-08,1.6270026659270798e-08,True,True
487,True,True,14,14,2.4710278268003094e-10,2.4710278268003094e-10,True,True
488,False,False,100,100,0.020552700095990195,0.020552700095990195,True,True
489,True,True,13,13,6.068784097479352e-08,6.068784097479352e-08,True,True
490,True,True,13,13,5.9277811104152534e-08,5.9277811104152534e-08,True,True
491,True,True,26,26,2.58970622724064e-11,2.58970622724064e-11,True,True
492,True,True,14,14,2.246477226464094e-09,2.246477226464094e-09,True,True
493,True,True,13,13,8.008611551701961e-08,8.008611551701961e-08,True,True
494,True,True,28,28,2.847151581164553e-08,2.847151581164553e-08,True,True
495,True,True,15,15,9.78932490625084e-11,9.78932490625084e-11,True,True
496,True,True,15,15,3.084767552508083e-09,3.084767552508083e-09,True,True
497,True,True,15,15,1.219282452780135e-10,1.219282452780135e-10,True,True
498,True,True,26,26,2.359041850752419e-10,2.359041850752419e-10,True,True
499,True,True,66,66,3.948585591828646e-08,3.948585591828646e-08,True,True
500,True,True,14,14,7.644889166158464e-10,7.644889166158464e-10,True,True
501,True,True,18,18,5.798172608706409e-09,5.798172608706409e-09,True,True
502,True,True,18,18,2.9735112150319765e-09,2.9735112150319765e-09,True,True
503,True,True,15,15,8.971419607206599e-09,8.971419607206599e-09,True,True
504,True,True,15,15,6.3282441509215914e-09,6.3282441509215914e-09,True,True
505,True,True,15,15,5.487992282837695e-10,5.487992282837695e-10,True,True
506,True,True,14,14,2.8643936111905077e-09,2.8643936111905077e-09,True,True
507,True,True,14,14,9.844631776445567e-10,9.844631776445567e-10,True,True
508,False,False,100,100,0.14393217177249085,0.14393217177249085,True,True
509,True,True,14,14,5.8585509776776235e-09,5.8585509776776235e-09,True,True
510,False,False,100,100,0.08456533546192668,0.08456533546192668,True,True
511,True,True,14,14,1.0252918736242123e-08,1.0252918736242123e-08,True,True
512,True,True,14,14,3.3684151468094115e-08,3.3684151468094115e-08,True,True
513,False,False,100,100,0.1576348356869588,0.1576348356869588,True,True
514,True,True,27,27,5.002434910750253e-09,5.002434910750253e-09,True,True
515,True,True,14,14,5.249125578643543e-10,5.249125578643543e-10,True,True
516,True,True,13,13,1.5561437471944828e-08,1.5561437471944828e-08,True,True
517,True,True,13,13,1.6289316118189845e-08,1.6289316118189845e-08,True,True
518,True,True,14,14,2.449644931346029e-10,2.449644931346029e-10,True,True
519,True,True,77,77,2.1206628231240643e-08,2.1206628231240643e-08,True,True
520,True,True,13,13,6.00946266082758e-08,6.00946266082758e-08,True,True
521,True,True,13,13,5.966410876467876e-08,5.966410876467876e-08,True,True
522,True,True,26,26,2.5873525544284348e-11,2.5873525544284348e-11,True,True
523,True,True,14,14,2.2202693017447928e-09,2.2202693017447928e-09,True,True
524,True,True,13,13,7.979747973507756e-08,7.979747973507756e-08,True,True
525,True,True,28,28,2.8261340379032163e-08,2.8261340379032163e-08,True,True
526,True,True,15,15,1.0168377251318361e-10,1.0168377251318361e-10,True,True
527,True,True,15,15,3.085004696146143e-09,3.085004696146143e-09,True,True
528,True,True,15,15,4.960345467708294e-10,4.960345467708294e-10,True,True
529,True,True,26,26,1.8367218856951695e-10,1.8367218856951695e-10,True,True
530,False,False,100,100,0.04539446123789137,0.04539446123789137,True,True
531,True,True,14,14,7.381628641667248e-10,7.381628641667248e-10,True,True
532,True,True,18,18,1.9866732703377465e-08,1.9866732703377465e-08,True,True
533,True,True,18,18,7.990088590759115e-10,7.990088590759115e-10,True,True
534,True,True,25,25,3.726277064686201e-10,3.726277064686201e-10,True,True
535,True,True,15,15,6.3225900071017804e-09,6.3225900071017804e-09,True,True
536,True,True,15,15,5.320266449615474e-10,5.320266449615474e-10,True,True
537,True,True,14,14,2.7221700449331365e-09,2.7221700449331365e-09,True,True
538,True,True,14,14,9.411373902423747e-10,9.411373902423747e-10,True,True
539,False,False,100,100,0.0005752486387153866,0.0005752486387153866,True,True
540,True,True,14,14,5.73762903854913e-09,5.73762903854913e-09,True,True
541,False,False,100,100,0.3521932958658298,0.3521932958658298,True,True
542,True,True,14,14,9.686202950831557e-09,9.686202950831557e-09,True,True
543,True,True,14,14,3.223999600621141e-08,3.223999600621141e-08,True,True
544,True,True,49,49,3.7525647034186704e-09,3.7525647034186704e-09,True,True
545,True,True,28,28,2.701903145663209e-10,2.701903145663209e-10,True,True
546,True,True,14,14,5.189857432696954e-10,5.189857432696954e-10,True,True
547,True,True,13,13,1.5795289520781353e-08,1.5795289520781353e-08,True,True
548,True,True,13,13,1.6360932164616315e-08,1.6360932164616315e-08,True,True
549,True,True,14,14,2.3689805672688635e-10,2.3689805672688635e-10,True,True
550,True,True,59,59,2.3804481052991378e-08,2.3804481052991378e-08,True,True
551,True,True,13,13,5.805250236079473e-08,5.805250236079473e-08,True,True
552,True,True,13,13,6.109609884674683e-08,6.109609884674683e-08,True,True
553,True,True,26,26,2.5761615063402132e-11,2.5761615063402132e-11,True,True
554,True,True,14,14,2.1272832384511275e-09,2.1272832384511275e-09,True,True
555,True,True,13,13,7.87483060982197e-08,7.87483060982197e-08,True,True
556,True,True,24,24,7.706359816950226e-08,7.706359816950226e-08,True,True
557,True,True,15,15,1.2886913758336505e-10,1.2886913758336505e-10,True,True
558,True,True,15,15,3.084478006343261e-09,3.084478006343261e-09,True,True
559,True,True,15,15,4.872293679625272e-10,4.872293679625272e-10,True,True
560,True,True,26,26,1.7753487568938908e-10,1.7753487568938908e-10,True,True
561,False,False,100,100,0.4129088776864953,0.4129088776864953,True,True
562,True,True,14,14,7.318812222933957e-10,7.318812222933957e-10,True,True
563,True,True,20,20,8.836258391653473e-10,8.836258391653473e-10,True,True
564,True,True,18,18,8.018816721744315e-10,8.018816721744315e-10,True,True
565,True,True,25,25,3.1596503191622105e-10,3.1596503191622105e-10,True,True
566,True,True,15,15,6.321458023705873e-09,6.321458023705873e-09,True,True
567,True,True,15,15,5.285998305737394e-10,5.285998305737394e-10,True,True
568,True,True,14,14,2.6902358118974234e-09,2.6902358118974234e-09,True,True
569,True,True,14,14,9.317688842713778e-10,9.317688842713778e-10,True,True
570,False,False,100,100,0.011228128000986048,0.011228128000986048,True,True
571,True,True,14,14,5.714268613843387e-09,5.714268613843387e-09,True,True
572,True,True,55,55,7.462555018378225e-10,7.462555018378225e-10,True,True
573,True,True,14,14,9.559345093279603e-09,9.559345093279603e-09,True,True
574,True,True,14,14,3.1914245912645356e-08,3.1914245912645356e-08,True,True
575,True,True,89,89,2.9054106231996002e-08,2.9054106231996002e-08,True,True
576,False,False,100,100,0.00825921372566496,0.00825921372566496,True,True
577,True,True,14,14,5.17896836527143e-10,5.17896836527143e-10,True,True
578,True,True,13,13,1.5852128942839272e-08,1.5852128942839272e-08,True,True
579,True,True,13,13,1.637646418473082e-08,1.637646418473082e-08,True,True
580,True,True,14,14,2.3523760717125697e-10,2.3523760717125697e-10,True,True
581,False,False,100,100,0.0017055201950402221,0.0017055201950402221,True,True
582,True,True,13,13,5.763251653689849e-08,5.763251653689849e-08,True,True
583,True,True,13,13,6.141606778697906e-08,6.141606778697906e-08,True,True
584,True,True,26,26,2.574740420868693e-11,2.574740420868693e-11,True,True
585,True,True,14,14,2.1069208600010825e-09,2.1069208600010825e-09,True,True
586,True,True,13,13,7.851133743130845e-08,7.851133743130845e-08,True,True
587,True,True,24,24,7.621880238062317e-08,7.621880238062317e-08,True,True
588,True,True,15,15,1.3054868297501798e-10,1.3054868297501798e-10,True,True
589,True,True,15,15,3.084669852881916e-09,3.084669852881916e-09,True,True
590,True,True,15,15,4.53180826198718e-10,4.53180826198718e-10,True,True
591,True,True,25,25,5.015760695670224e-09,5.015760695670224e-09,True,True
592,False,False,100,100,0.6775007589439752,0.6775007589439752,True,True
593,True,True,14,14,7.226605980292788e-10,7.226605980292788e-10,True,True
594,True,True,76,76,1.004457850228846e-09,1.004457850228846e-09,True,True
595,True,True,18,18,7.295728465805951e-10,7.295728465805951e-10,True,True
596,True,True,24,24,3.460431940993658e-10,3.460431940993658e-10,True,True
597,True,True,15,15,6.317058875993098e-09,6.317058875993098e-09,True,True
598,True,True,15,15,5.162408278636121e-10,5.162408278636121e-10,True,True
599,True,True,14,14,2.6364044281024235e-09,2.6364044281024235e-09,True,True
600,True,True,14,14,9.128529043778144e-10,9.128529043778144e-10,True,True
601,False,False,100,100,0.6539880006342742,0.6539880006342742,True,True
602,True,True,14,14,5.644685163730401e-09,5.644685163730401e-09,True,True
603,True,True,96,96,1.4415659777000656e-09,1.4415659777000656e-09,True,True
604,True,True,14,14,9.321700966680169e-09,9.321700966680169e-09,True,True
605,True,True,14,14,3.1360075203323845e-08,3.1360075203323845e-08,True,True
606,False,False,100,100,0.0030349576033741332,0.0030349576033741332,True,True
607,True,True,49,49,2.4231257000906226e-09,2.4231257000906226e-09,True,True
608,True,True,14,14,5.143125925144432e-10,5.143125925144432e-10,True,True
609,True,True,13,13,1.5915031958968484e-08,1.5915031958968484e-08,True,True
610,True,True,13,13,1.6402157410055906e-08,1.6402157410055906e-08,True,True
611,True,True,14,14,2.3178348129704318e-10,2.3178348129704318e-10,True,True
612,True,True,45,45,1.7392753903777702e-11,1.7392753903777702e-11,True,True
613,True,True,13,13,5.686143689231926e-08,5.686143689231926e-08,True,True
614,True,True,13,13,6.189565970871058e-08,6.189565970871058e-08,True,True
615,True,True,15,15,3.017143423988955e-09,3.017143423988955e-09,True,True
616,True,True,14,14,2.0702599634603303e-09,2.0702599634603303e-09,True,True
617,True,True,13,13,7.80908235853417e-08,7.80908235853417e-08,True,True
618,True,True,23,23,5.207789754990699e-11,5.207789754990699e-11,True,True
619,True,True,15,15,1.6044854334040792e-10,1.6044854334040792e-10,True,True
620,True,True,15,15,3.082519572927822e-09,3.082519572927822e-09,True,True
621,True,True,15,15,4.5710102369866945e-10,4.5710102369866945e-10,True,True
622,True,True,25,25,5.216374443506311e-09,5.216374443506311e-09,True,True
623,False,False,100,100,0.0029226695037869455,0.0029226695037869455,True,True
624,True,True,14,14,7.263345480623684e-10,7.263345480623684e-10,True,True
625,False,False,100,100,0.00214780236470391,0.00214780236470391,True,True
626,True,True,18,18,7.973728344268238e-10,7.973728344268238e-10,True,True
627,True,True,24,24,1.5796697283576577e-10,1.5796697283576577e-10,True,True
628,True,True,15,15,6.3176464060177295e-09,6.3176464060177295e-09,True,True
629,True,True,15,15,5.181104434370809e-10,5.181104434370809e-10,True,True
630,True,True,14,14,2.6541657760503767e-09,2.6541657760503767e-09,True,True
631,True,True,14,14,9.181122528900687e-10,9.181122528900687e-10,True,True
632,False,False,100,100,0.19506826000398636,0.19506826000398636,True,True
633,True,True,14,14,5.65831159704544e-09,5.65831159704544e-09,True,True
634,True,True,44,44,2.5773161382858234e-11,2.5773161382858234e-11,True,True
635,True,True,14,14,9.390782595986025e-09,9.390782595986025e-09,True,True
636,True,True,14,14,3.154557148832282e-08,3.154557148832282e-08,True,True
637,False,False,100,100,0.15375594032165707,0.15375594032165707,True,True
638,True,True,47,47,7.68654428995319e-09,7.68654428995319e-09,True,True
639,True,True,14,14,5.149787263292183e-10,5.149787263292183e-10,True,True
640,True,True,13,13,1.587743092557048e-08,1.587743092557048e-08,True,True
641,True,True,13,13,1.6392298629597235e-08,1.6392298629597235e-08,True,True
642,True,True,14,14,2.3278801108972402e-10,2.3278801108972402e-10,True,True
643,True,True,34,34,1.5901058247891342e-11,1.5901058247891342e-11,True,True
644,True,True,13,13,5.712964057380532e-08,5.712964057380532e-08,True,True
645,True,True,13,13,6.168926702798672e-08,6.168926702798672e-08,True,True
646,True,True,15,15,3.011684679421478e-09,3.011684679421478e-09,True,True
647,True,True,14,14,2.082057637409207e-09,2.082057637409207e-09,True,True
648,True,True,13,13,7.823047676325245e-08,7.823047676325245e-08,True,True
649,True,True,24,24,4.228171590625607e-09,4.228171590625607e-09,True,True
650,True,True,15,15,1.5371437456224157e-10,1.5371437456224157e-10,True,True
651,True,True,15,15,3.082389454789336e-09,3.082389454789336e-09,True,True
652,True,True,15,15,3.7251401963089847e-10,3.7251401963089847e-10,True,True
653,True,True,24,24,4.795750463415516e-10,4.795750463415516e-10,True,True
654,False,False,100,100,0.027962305545156996,0.027962305545156996,True,True
655,True,True,14,14,6.905822580449694e-10,6.905822580449694e-10,True,True
656,True,True,74,74,4.25935064995997e-10,4.25935064995997e-10,True,True
657,True,True,18,18,7.686793423999916e-10,7.686793423999916e-10,True,True
658,True,True,24,24,9.003970902199399e-10,9.003970902199399e-10,True,True
659,True,True,15,15,6.303317867661917e-09,6.303317867661917e-09,True,True
660,True,True,15,15,4.534832509506259e-10,4.534832509506259e-10,True,True
661,True,True,14,14,2.4720328006822e-09,2.4720328006822e-09,True,True
662,True,True,14,14,8.559770670046873e-10,8.559770670046873e-10,True,True
663,False,False,100,100,0.124014273721057,0.124014273721057,True,True
664,True,True,14,14,5.4463171750285255e-09,5.4463171750285255e-09,True,True
665,True,True,68,68,5.255290203010077e-09,5.255290203010077e-09,True,True
666,True,True,14,14,8.588172395462834e-09,8.588172395462834e-09,True,True
667,True,True,14,14,2.9627448050462135e-08,2.9627448050462135e-08,True,True
668,True,True,45,45,6.875167102293744e-12,6.875167102293744e-12,True,True
669,True,True,30,30,1.7380110461928666e-08,1.7380110461928666e-08,True,True
670,True,True,14,14,5.042775086394613e-10,5.042775086394613e-10,True,True
671,True,True,13,13,1.6133905322845976e-08,1.6133905322845976e-08,True,True
672,True,True,13,13,1.6480377063032847e-08,1.6480377063032847e-08,True,True
673,True,True,14,14,2.2184032388850028e-10,2.2184032388850028e-10,True,True
674,True,True,67,67,2.2298754842609014e-08,2.2298754842609014e-08,True,True
675,True,True,13,13,5.455390139630367e-08,5.455390139630367e-08,True,True
676,True,True,13,13,6.337520463972623e-08,6.337520463972623e-08,True,True
677,True,True,13,13,2.3112312064199614e-09,2.3112312064199614e-09,True,True
678,True,True,14,14,1.959135520479549e-09,1.959135520479549e-09,True,True
679,True,True,13,13,7.676326907457565e-08,7.676326907457565e-08,True,True
680,True,True,13,13,1.4580870733027496e-08,1.4580870733027496e-08,True,True
681,True,True,25,25,2.4378365992561157e-10,2.4378365992561157e-10,True,True
682,True,True,15,15,3.077340160473341e-09,3.077340160473341e-09,True,True
683,True,True,16,16,2.141709032343897e-10,2.141709032343897e-10,True,True
684,True,True,24,24,4.546372167624213e-10,4.546372167624213e-10,True,True
685,True,True,14,14,1.8373103038982208e-09,1.8373103038982208e-09,True,True
686,True,True,14,14,5.861595653300355e-10,5.861595653300355e-10,True,True
687,False,False,100,100,0.0001903961807707688,0.0001903961807707688,True,True
688,True,True,19,19,4.433582390106494e-10,4.433582390106494e-10,True,True
689,True,True,24,24,9.185927574151265e-10,9.185927574151265e-10,True,True
690,True,True,15,15,6.274041286502552e-09,6.274041286502552e-09,True,True
691,True,True,15,15,3.4711722385338817e-10,3.4711722385338817e-10,True,True
692,True,True,38,38,1.8212809038686828e-10,1.8212809038686828e-10,True,True
693,True,True,14,14,6.98278324051671e-10,6.98278324051671e-10,True,True
694,False,False,100,100,0.12567033828017027,0.12567033828017027,True,True
695,True,True,14,14,5.012453119235261e-09,5.012453119235261e-09,True,True
696,False,False,100,100,1.2033928190113263,1.2033928190113263,True,True
697,True,True,14,14,6.53800436012375e-09,6.53800436012375e-09,True,True
698,True,True,14,14,2.4247702512525393e-08,2.4247702512525393e-08,True,True
699,False,False,100,100,0.642439366530839,0.642439366530839,True,True
700,True,True,35,35,2.863401071806493e-09,2.863401071806493e-09,True,True
701,True,True,14,14,4.845004397679986e-10,4.845004397679986e-10,True,True
702,True,True,13,13,1.7374122140978443e-08,1.7374122140978443e-08,True,True
703,True,True,13,13,1.6742100594768772e-08,1.6742100594768772e-08,True,True
704,True,True,14,14,1.964837181844814e-10,1.964837181844814e-10,True,True
705,True,True,76,76,1.3475646820637621e-08,1.3475646820637621e-08,True,True
706,True,True,13,13,4.890462568241105e-08,4.890462568241105e-08,True,True
707,True,True,13,13,6.910849315033829e-08,6.910849315033829e-08,True,True
708,True,True,13,13,2.1052688481404402e-09,2.1052688481404402e-09,True,True
709,True,True,14,14,1.6412240455565552e-09,1.6412240455565552e-09,True,True
710,True,True,13,13,7.266299073549476e-08,7.266299073549476e-08,True,True
711,True,True,13,13,1.1451992687483425e-08,1.1451992687483425e-08,True,True
712,True,True,25,25,2.532605236638119e-10,2.532605236638119e-10,True,True
713,True,True,15,15,3.0806193151988737e-09,3.0806193151988737e-09,True,True
714,True,True,14,14,5.956666493389662e-08,5.956666493389662e-08,True,True
715,True,True,22,22,8.523997063747402e-08,8.523997063747402e-08,True,True
716,True,True,14,14,1.8133290424771076e-09,1.8133290424771076e-09,True,True
717,True,True,14,14,5.785718570905374e-10,5.785718570905374e-10,True,True
718,True,True,24,24,7.333005758169975e-08,7.333005758169975e-08,True,True
719,True,True,18,18,5.467271080306091e-11,5.467271080306091e-11,True,True
720,True,True,13,13,1.584322006920047e-09,1.584322006920047e-09,True,True
721,True,True,25,25,1.4535021630734946e-08,1.4535021630734946e-08,True,True
722,True,True,15,15,2.877840188375558e-10,2.877840188375558e-10,True,True
723,True,True,89,89,8.959633768235165e-08,8.959633768235165e-08,True,True
724,True,True,14,14,6.791647244597243e-10,6.791647244597243e-10,True,True
725,False,False,100,100,0.3038218386543494,0.3038218386543494,True,True
