step,province,nk_gap,yt_gap,tKN,max_tie
3,青海,0.004849497265784097,0.01508391117652319,4.143142909073094,False
3,宁夏,0.00020133233479702195,0.01468278072188367,4.308039285854882,False
3,新疆,0.08040549492718307,0.010976207123602477,11.066415871010605,False
4,北京,0.03983618892030871,5.439550965435913e-06,15.481369343218851,False
4,天津,0.03849766006543032,4.902731641442948e-06,15.73736629123097,False
4,河北,0.04404080317784276,1.0102902985975604e-05,26.903319043905235,False
4,山西,0.03491283426019498,2.3570085376789507e-06,11.525815082094475,False
4,内蒙古,0.041106083369147894,6.774770780038075e-06,17.62279655453959,False
4,辽宁,0.04078527195005943,7.191768767844664e-06,20.47959766626268,False
4,吉林,0.04058174883886134,6.37695879868172e-06,16.3048075077038,False
4,黑龙江,0.038585720171548266,4.347054839426434e-06,14.053272581154209,False
4,上海,0.040763716590642485,6.1594353750749065e-06,16.895003875033748,False
4,江苏,0.04477091125642474,1.0438165919279818e-05,44.69741731069868,False
4,浙江,0.045368060287887424,1.014722503667187e-05,29.89679775982661,False
4,安徽,0.041872818332685746,7.489348392009099e-06,16.47088175914034,False
4,福建,0.045480353523548844,9.812907722617226e-06,23.341591863644787,False
4,江西,0.03428053475206405,2.315469885161292e-06,11.710089161743321,False
4,山东,0.049371215322796536,1.3003854562376738e-05,47.74110996121097,False
4,河南,0.05078465420756362,1.29698867541439e-05,39.43930395213986,False
4,湖北,0.04540594434816536,1.0022074741877773e-05,23.415308206911675,False
4,湖南,0.04400073956074091,9.20757756806001e-06,19.824834525588738,False
4,广东,0.05235496613701174,1.22055307919533e-05,49.29311048890318,False
4,广西,0.04161736222835066,7.815635887253869e-06,16.294416532153292,False
4,海南,0.019482393326245906,1.964984995028729e-05,3.1667843631093264,False
4,重庆,0.03455528467385238,2.4952989610138587e-06,12.042283308853534,False
4,四川,0.04535180188017085,1.004452259201205e-05,21.46198818813732,False
4,贵州,0.03160965078976119,5.78776385373736e-07,10.039214919986254,False
4,云南,0.04270020703217359,8.409289957711508e-06,16.75650619950638,False
4,西藏,0.05832661228030156,5.228391659750642e-05,2.0509379058108137,True
4,陕西,0.0393388167356139,5.89586059807079e-06,15.425900497273046,False
4,甘肃,0.013967368557765036,1.0031443666180806e-05,5.664894814481796,False
4,青海,0.0020276425814487187,1.8704408145442386e-05,4.131087612947512,False
4,宁夏,0.00016338211435551475,1.8818629888617266e-05,4.307518877290191,False
4,新疆,0.030674597740192766,1.6308756536353997e-06,11.60029625811779,False
5,北京,0.08598708452323445,651.5184714478213,15.851400595559776,False
5,天津,0.08644714457368852,713.7750369915959,16.10087735791395,False
5,河北,0.08454648632544892,3477.9704454835232,27.61422531121124,False
5,山西,0.08768280053349586,989.8769984595899,11.767254405099365,False
5,内蒙古,0.0855512808151393,775.6870595502153,18.05743904116065,False
5,辽宁,0.08566124287725663,2259.3594966311625,20.980757242410476,False
5,吉林,0.08573110134604578,794.8110685308375,16.701814069589968,False
5,黑龙江,0.08641686260129267,862.0165184671292,14.378625967140753,False
5,上海,0.08566871399177911,783.0515416300859,17.308225764889556,False
5,江苏,0.0842971427436705,7515.575027092075,45.89810377298389,False
5,浙江,0.08409335403266949,2655.56094176302,30.71061359373617,False
5,安徽,0.08528839279973732,1715.005702504482,16.884691102948118,False
5,福建,0.08405506622338654,1139.8754514636714,23.97854217350136,False
5,江西,0.08790125628927492,1597.8028667013205,11.950946032818667,False
5,山东,0.08273057484824287,2873.650012635226,49.15533193299752,False
5,河南,0.0822510437764028,1345.2068988027743,40.64105080017771,False
5,湖北,0.08408042898279267,1504.9102953448166,24.053224715714578,False
5,湖南,0.08456025086653673,1482.3962989647675,20.348218954065867,False
5,广东,0.08171932073807131,1437.6494460737272,50.84155396716388,False
5,广西,0.0853759048491598,1046.1300403755013,16.701294913224242,False
5,海南,0.10709021691465292,1523.8661043293457,3.129766439984426,False
5,重庆,0.0878063316205544,1232.221626553774,12.291958025569903,False
5,四川,0.0840988947216047,1635.0470750251886,22.0459920898951,False
5,贵州,0.08882596438566004,1203.5515425201445,10.229616566680729,False
5,云南,0.08500504673186426,961.9722708933509,17.185809969819275,False
5,西藏,0.1217541953566762,345.89113384471176,1.9791633497848933,True
5,陕西,0.08615791044562415,1254.1843082571781,15.79000250085947,False
5,甘肃,0.0950075963151592,1195.0003362382954,5.7123690187106995,False
5,青海,0.10072513667926342,506.8945863546121,4.126061791456488,False
5,宁夏,0.10005329110341343,545.1580801906113,4.307096614365111,False
5,新疆,0.0891506237402534,842.6568475604748,11.813796910948685,False
6,北京,0.027136816489799265,0.00213812409147518,15.033591161866546,False
6,天津,0.025520208965815083,0.014061523581177404,15.265752434280262,False
6,河北,0.01836067937038499,0.012295237688060956,26.213413877613927,False
6,山西,0.0004361652240023606,0.008432096152363844,11.148182912601829,False
6,内蒙古,0.012384473777824367,0.005498091630753876,17.130536818233093,False
6,辽宁,0.005774099203762928,0.009616592011135072,19.902414597275943,False
6,吉林,0.061910599267182675,0.021766005921908027,15.842695120792268,False
6,黑龙江,0.031754519842655426,0.015414552667355252,13.633092520382084,False
6,上海,0.022185448173681954,0.003254898993021116,16.418561699235077,False
6,江苏,0.037665731583677475,0.01647388246574366,43.57665636973488,False
6,浙江,0.009965213746225166,0.010389522001547968,29.16107849283703,False
6,安徽,0.0020371097122376947,0.007822232615606328,16.020650202693837,False
6,福建,0.012449526045979598,0.005327781706802037,22.769231403301006,False
6,江西,0.004915351940907087,0.007442895685964457,11.320644130740614,False
6,山东,0.012333684189307137,0.01077542154465061,46.71534261239368,False
6,河南,0.007034487702707093,0.006375778282220357,38.635389491087054,False
6,湖北,0.005099543446989152,0.0070042497860806074,22.8397814442045,False
6,湖南,0.005694347964931512,0.006919030247970581,19.31582865440005,False
6,广东,0.004262501293564758,0.00694983943715477,48.34871161388511,False
6,广西,0.015456362141552216,0.004775798681436294,15.845762014002728,False
6,海南,0.08717418821744105,0.029187862467365933,2.928666019814346,True
6,重庆,0.012028311819748394,0.005814410364237466,11.644370979974429,False
6,四川,0.0028129191177289625,0.007523725733593167,20.93356594921425,False
6,贵州,0.0127105000154899,0.011489287105577395,9.684423232582166,False
6,云南,0.01763593516414319,0.004236057775015456,16.309281622053618,False
6,西藏,0.05860850312611099,0.0248719631247023,1.8345804851054033,False
6,陕西,0.01096039187252984,0.005886592061709828,14.973742328016332,False
6,甘肃,0.08653020401097611,0.02779640015423679,5.386737948870967,False
6,青海,0.0702662176221649,0.025055797037829453,3.8767029087215628,False
6,宁夏,0.0697675950803518,0.024882432483820938,4.048533099544551,False
6,新疆,0.035653902401231896,0.016540192281214283,11.181872492937632,False
7,北京,0.03272787739003502,0.18652808948637012,14.7888128791412,False
7,天津,0.07290046265232775,0.19612091630785433,15.499503549566201,False
7,河北,0.051894379591456596,0.19762795836398084,26.502191530059967,False
7,山西,0.06030518836611676,0.1906633387208847,11.145265442783453,False
7,内蒙古,0.061270247378955256,0.18449219356089475,17.003245207817816,False
7,辽宁,0.046845461891147355,0.19479952466062023,19.971365707043397,False
7,吉林,0.08424328155906724,0.20635331683212432,16.43119357015358,False
7,黑龙江,0.0738082461640539,0.1985945770370281,13.89283990455522,False
7,上海,0.034790759742907795,0.18766088984933438,16.20000980943621,False
7,江苏,0.059440749690491845,0.20222600255188317,44.561464355016824,False
7,浙江,0.048130967067403496,0.1952826744986338,29.33543632098797,False
7,安徽,0.043828423781340886,0.1930751382944349,16.001068709419275,False
7,福建,0.03857182052106478,0.18961424562104123,22.59915171965961,False
7,江西,0.04331651316222196,0.19330668380937244,11.2872571606804,False
7,山东,0.04872758589097592,0.19537942934691443,47.0610459819396,False
7,河南,0.040409455973839714,0.1903274721743402,38.47232138772844,False
7,湖北,0.04183118613889669,0.19157179800564883,22.769897969527825,False
7,湖南,0.04182060217334538,0.19171077327721475,19.24983402464656,False
7,广东,0.04147597543468895,0.190881239528935,48.22505974640728,False
7,广西,0.0378064193222265,0.18952678460573424,15.698811312344361,False
7,海南,0.08941476241411839,0.2267312122200873,3.0818484695167374,True
7,重庆,0.040050628618993,0.191340383413515,11.560333704919252,False
7,四川,0.04298176401455889,0.19234329645754777,20.898235292497777,False
7,贵州,0.06260850053031697,0.19567042241735488,9.758279549570814,False
7,云南,0.03678563295163029,0.18886921699544512,16.136703962097442,False
7,西藏,0.0846667408540891,0.22777194517765764,1.8990936947632444,False
7,陕西,0.039935135778395026,0.19088920483489336,14.875271477788324,False
7,甘肃,0.08453285918351083,0.22059517017030528,5.66640726907265,False
7,青海,0.07981224672000109,0.2194551269218532,4.040143658865988,False
7,宁夏,0.07923678437564585,0.2187634706777688,4.218006950319607,False
7,新疆,0.07310001800376553,0.20119755352376312,11.421078927253363,False
8,北京,0.12837929423857575,0.016702612494577496,15.079216751932822,False
8,天津,0.10797565308049806,0.0053473988749221935,16.177456137353065,False
8,河北,0.13689549676825474,0.01581415734713043,27.32738040241982,False
8,山西,0.10492658044286873,0.006933351189075898,11.54853584193391,False
8,内蒙古,0.10481495271662022,0.004518017012702824,17.628321031894636,False
8,辽宁,0.13465113626138847,0.01614762854594365,20.53270641772948,False
8,吉林,0.110869943521682,0.005696851365413758,17.261724169922772,False
8,黑龙江,0.10835775089257615,0.0060683989560855744,14.508083593111142,False
8,上海,0.12923979086522386,0.016521166357554185,16.53817619890392,False
8,江苏,0.14012627174803916,0.015381855441810255,46.15072446415782,False
8,浙江,0.1351919877003307,0.01573975498144875,30.182602072672005,False
8,安徽,0.13324913170213648,0.01651598196297066,16.421849681629745,False
8,福建,0.13090940023164888,0.016060247165432084,23.122165974095026,False
8,江西,0.1329095282393815,0.01711811535215535,11.580611934699998,False
8,山东,0.13554880985789275,0.015425395062107494,48.43694867806208,False
8,河南,0.13186971885794496,0.015604408699315231,39.40510873412574,False
8,湖北,0.13239491382135915,0.01603759955358086,23.341393073724028,False
8,湖南,0.13233392650994213,0.016239566089406132,19.732857815035164,False
8,广东,0.13227119589332803,0.015472777851122999,49.42516858243432,False
8,广西,0.13052376386389053,0.016568736498707937,16.054920818345366,False
8,海南,0.1517827595686938,0.023034171668222303,3.2471861187356295,True
8,重庆,0.13153978613726558,0.01710326683381258,11.83813288407566,False
8,四川,0.13296157752923188,0.016192004095278212,21.437181103095497,False
8,贵州,0.1056106990235659,0.008008615281513087,10.124850299783384,False
8,云南,0.13012232559716508,0.016562440768571274,16.492863283496742,False
8,西藏,0.14912577885658407,0.028545147224829703,1.995567738990537,False
8,陕西,0.1315570445696228,0.01662729150324782,15.231699069511901,False
8,甘肃,0.15040951008959524,0.019288287764881007,5.953805833724413,False
8,青海,0.14802726793561316,0.021210301593077574,4.233615424357384,False
8,宁夏,0.1478626225104711,0.020805749053460776,4.418539734650077,False
8,新疆,0.1083360143052623,0.007182004665429287,11.922007572376152,False
9,北京,0.04508360297804437,0.0005486254536379853,16.24073227450301,False
9,天津,0.04929655848883807,0.0019110311671666214,17.22551897232015,False
9,河北,0.04805549849981494,0.0005535329998700433,29.57197759175842,False
9,山西,0.04731884214187865,0.0017140964220992982,12.275584866943529,False
9,内蒙古,0.04734581049137976,0.0017312551653262398,18.736948013153498,False
9,辽宁,0.047277458607594136,0.0005430292049666274,22.191557767530746,False
9,吉林,0.05114351102993564,0.002087412989546955,18.410008000206485,False
9,黑龙江,0.049467949548365864,0.0019209794336785269,15.451321577857748,False
9,上海,0.045469584307714195,0.0005303438165287222,17.820610458847057,False
9,江苏,0.04919495044191624,0.0005376205242333398,50.03088183873789,False
9,浙江,0.047534934603430834,0.0005307138636276854,32.63086965357559,False
9,安徽,0.04685167356432407,0.0005288646907621875,17.734768008241847,False
9,福建,0.04610583409029734,0.0005205402494363742,24.938311301930277,False
9,江西,0.04676801468201619,0.0005141412614517726,12.504116136078594,False
9,山东,0.047587210648794676,0.0005486093818742876,52.37629112593757,False
9,河南,0.04635007703774896,0.000543028411192692,42.52291310032729,False
9,湖北,0.04658472362955912,0.0005272791517720865,25.195562108403728,False
9,湖南,0.04658582045110404,0.0005143889834706705,21.299653748590764,False
9,广东,0.0465609073952018,0.0005281415817761648,53.347684275811076,False
9,广西,0.04595968840693554,0.0005193661575051411,17.312250034593667,False
9,海南,0.05302525856242446,0.0004919334171649137,3.5429062406965395,True
9,重庆,0.0462409473156824,0.0005291969378671268,12.772444164777166,False
9,四川,0.046709701304786355,0.0005409600106944801,23.147373953443946,False
9,贵州,0.04778024196519737,0.0017733007155203984,10.766425810384835,False
9,云南,0.045782507328194555,0.000528185103643386,17.780517119219557,False
9,西藏,0.051953302860770156,0.0004830511050155639,2.174122094993359,False
9,陕西,0.046229369280999855,0.000537153379667421,16.434001457527216,False
9,甘肃,0.05254608603683364,0.000528891477518556,6.491111244895851,False
9,青海,0.05169277847756715,0.0005239325587096388,4.609629739212002,False
9,宁夏,0.05164938968655375,0.0005247165532467069,4.810541858349326,False
9,新疆,0.04941487748181661,0.0019154085415508115,12.696957242121186,False
10,北京,0.11166952798298646,0.0038993418237136535,16.680046710064854,False
10,天津,0.11267850577836835,0.001002701666733552,17.73501425443189,False
10,河北,0.11297280045439884,0.003970274535876284,30.424635266636805,False
10,山西,0.11263214474362426,0.0009430780539013695,12.62410474445441,False
10,内蒙古,0.11217437617153525,0.000940755803840676,19.26921760704406,False
10,辽宁,0.11262588393491058,0.003950432681901983,22.821054039806228,False
10,吉林,0.11309719558147702,0.001075948601135357,18.974939468538345,False
10,黑龙江,0.11286284772368593,0.0010115609206350351,15.909928695619174,False
10,上海,0.11177748020686074,0.0039240979416028665,18.306787908651145,False
10,江苏,0.1134333647473571,0.003994585290386876,51.507641890311135,False
10,浙江,0.11270688617553382,0.003968744649155642,33.561533406597064,False
10,安徽,0.1123083063300927,0.00396795747466494,18.233310145118544,False
10,福建,0.11207374907870116,0.0039396806117872885,25.628192287957667,False
10,江西,0.11220510271306927,0.003978310750085923,12.854991748301249,False
10,山东,0.11282412455463864,0.003953085340019147,53.87175608522513,False
10,河南,0.11227761004064818,0.003933091004346245,43.70547727916909,False
10,湖北,0.11227244869895436,0.003945393112002149,25.899799086910555,False
10,湖南,0.11223950786297232,0.003955360537680308,21.895010855712286,False
10,广东,0.11235439518389878,0.003940144397757361,54.838034228199774,False
10,广西,0.11196628005159526,0.003937561010660229,17.7896494049214,False
10,海南,0.11411018978694787,0.004090593806841181,3.655624352381756,False
10,重庆,0.11202623806685819,0.003950305915360719,13.12681011540674,False
10,四川,0.11234924222909615,0.0039576710448947505,23.796098107457283,False
10,贵州,0.11287916552447275,0.0009546710476939779,11.075079268577154,False
10,云南,0.11190885339949208,0.003932371712601412,18.268939112405413,False
10,西藏,0.11313228079502857,0.004045734282349889,2.2418937891878485,False
10,陕西,0.1121002010023342,0.003940577368833242,16.889841570813925,False
10,甘肃,0.11437413558448584,0.004085392800870169,6.695760738865225,True
10,青海,0.1138367261002069,0.004030320493994433,4.752600480595617,False
10,宁夏,0.11385663920469069,0.0040363925711950355,4.9596187889765435,False
10,新疆,0.11300785810557379,0.0009998170965110909,13.073408394027956,False
11,北京,0.042811793546954746,0.00019270054289921568,17.79763847577312,False
11,天津,0.045185403273801716,0.0006322644922345244,18.934027198120358,False
11,河北,0.04326776986342851,0.00019864579555983752,32.48692901596218,False
11,山西,0.045080471829868296,0.0006081802736057629,13.477232740156047,False
11,内蒙古,0.04495925996361039,0.00062302658095581,20.566125085674297,False
11,辽宁,0.043132784705558036,0.00019312492714285145,24.363198869941954,False
11,吉林,0.045388499860329556,0.0006446458269199207,20.262546932670325,True
11,黑龙江,0.04521711055999145,0.0006228983513448805,16.987312611420194,False
11,上海,0.042839906772059955,0.00019178925934271174,19.534559882517414,False
11,江苏,0.04340611729303512,0.00019659460077781077,55.013252968203076,False
11,浙江,0.04316093355863959,0.0001963262025235224,35.831102961917296,False
11,安徽,0.04303712653117309,0.00019416988872333896,19.46196145383228,False
11,福建,0.042963254806168694,0.00019961648339450466,27.35154084305043,False
11,江西,0.04302988403574992,0.00019533305055596806,13.720429149997528,False
11,山东,0.04319845361145691,0.00019818327120324497,57.51857631634706,False
11,河南,0.0430269294604575,0.00020167011887839426,46.649765199923664,False
11,湖北,0.043038908543533205,0.00020136141825488618,27.64449940548959,False
11,湖南,0.0430434525453427,0.0002090995300552123,23.369502001572037,False
11,广东,0.04306990545520928,0.00020611756980792872,58.534810729469775,False
11,广西,0.04297849552159394,0.0002072201884778524,18.984753925296072,False
11,海南,0.04378410734838645,0.00016326906073149683,3.9059107455657984,False
11,重庆,0.04301498493587941,0.00020607753743573376,14.009138408434936,False
11,四川,0.043121490752518365,0.00021592416143134674,25.400182261686517,False
11,贵州,0.045229557119493835,0.0006189212334520855,11.82516669214978,False
11,云南,0.04297563623688916,0.00021124008378481385,19.495612729742067,False
11,西藏,0.04350853405393673,0.000132874054780463,2.394072123790467,False
11,陕西,0.04300836532454655,0.00020289364395154053,18.025854351805418,False
11,甘肃,0.043853349285649434,0.00018927929676648692,7.155253846818173,False
11,青海,0.04368121178565465,0.00017746308934774024,5.0772127680995816,False
11,宁夏,0.043662087966851004,0.0001749715811747432,5.298430105206128,False
11,新疆,0.045332210246403326,0.0006329090599154208,13.959847122477074,False
12,北京,0.12175401758106208,0.00204988418605212,18.254807770202003,False
12,天津,0.12274636227618818,0.0017597380555023356,19.44735219084688,False
12,河北,0.12203172400608064,0.002045920232114584,33.33031119690149,False
12,山西,0.12316834811321087,0.0017208620398796448,13.84176874668836,False
12,内蒙古,0.12271733563797915,0.001720861663227824,21.120907744176876,False
12,辽宁,0.12195975524458436,0.0020537289506210588,24.993710436899498,False
12,吉林,0.12267865005064915,0.0017859566557525408,20.814358897844382,False
12,黑龙江,0.12283909703666573,0.001761832545892128,17.448182926900827,False
12,上海,0.1218447564042826,0.0020772918824009112,20.036675117037575,False
12,江苏,0.12219169878868819,0.0020705741446153114,56.445999994808616,False
12,浙江,0.12205005700870042,0.0020714358952919065,36.75900527448055,False
12,安徽,0.12194240312299298,0.002085726098917773,19.964513592412317,False
12,福建,0.12190716720213635,0.0020647135316625986,28.056607574199212,False
12,江西,0.12182059570711878,0.0020784412550853837,14.074662235144597,False
12,山东,0.12206234533275673,0.00204935556186836,59.009404446826316,False
12,河南,0.12196506204597002,0.0020478954227614032,47.85408289388608,False
12,湖北,0.12193953567247684,0.002055312500791384,28.358372854476364,False
12,湖南,0.12190388123170415,0.0020490094786348445,23.973044431819815,False
12,广东,0.121960868315929,0.002041011623261535,60.04746398784387,False
12,广西,0.12177882574527854,0.0020394690329298415,19.474315622230215,False
12,海南,0.12139027329242635,0.002094652352548687,4.00852083479204,False
12,重庆,0.12171805021941351,0.0020369228429018005,14.370700134997023,False
12,四川,0.12183052931389993,0.0020141415689349795,26.057358496392276,False
12,贵州,0.12327685575168079,0.0017079251928284744,12.146074923559855,True
12,云南,0.1217394562406251,0.002024455226789179,19.99831454627526,False
12,西藏,0.12057897351429103,0.0020963386091930047,2.4565696649057784,False
12,陕西,0.12180070822744193,0.0020412083378668067,18.491011869355127,False
12,甘肃,0.12179758987246303,0.002050088759299573,7.343522954521376,False
12,青海,0.12149452391026383,0.002054261816257341,5.210280051822094,False
12,宁夏,0.12157950738210777,0.0020677463602476465,5.437234418009961,False
12,新疆,0.1228720552497018,0.0017151417112535317,14.339545557335342,False
13,北京,0.04570768043729312,7.717490792846782e-05,19.58836548191725,False
13,天津,0.0460915403687574,8.539509920824084e-05,20.879607233245068,False
13,河北,0.04580905546771241,7.491701016237862e-05,35.77072439911173,False
13,山西,0.04618338167646008,7.605733507720647e-05,14.864689421585163,False
13,内蒙古,0.04608515999707574,8.550318685562885e-05,22.676048658949444,False
13,辽宁,0.04576968366574752,7.318018545665606e-05,26.822646521422463,False
13,吉林,0.04608515956661852,8.897218727677014e-05,22.346445368598744,False
13,黑龙江,0.04609690103138875,8.069616232353471e-05,18.73417434830347,False
13,上海,0.04573116993479842,7.478707845598453e-05,21.50149339630989,False
13,江苏,0.04586012025256658,7.236466360993621e-05,60.58433957232379,False
13,浙江,0.045811709377335585,7.379432186871426e-05,39.45086848808063,False
13,安徽,0.04576440657917269,7.460109266543835e-05,21.425226051196567,False
13,福建,0.04577712619533991,7.816038052788077e-05,30.108788504602785,False
13,江西,0.04574316493232922,8.333605583032977e-05,15.103412477861678,False
13,山东,0.045819355268845285,7.314813489489591e-05,63.33110022890761,False
13,河南,0.04579372647317492,7.542612941335847e-05,51.35599860746956,False
13,湖北,0.0457888494871328,6.98565569290377e-05,30.433176945457458,False
13,湖南,0.0457859754755916,8.110593531529542e-05,25.726488728527173,False
13,广东,0.04582337842056061,8.16796281477572e-05,64.44152849672003,False
13,广西,0.04576566047462172,8.740443187227331e-05,20.897251195431092,False
13,海南,0.04560021977155171,0.00010965711728483374,4.300478098572315,False
13,重庆,0.04574932338564097,9.078314918387065e-05,15.420204295428842,False
13,四川,0.04580617224685746,9.386446553028005e-05,27.962107563274785,False
13,贵州,0.046260800192606144,8.612735029911445e-05,13.044472879340333,True
13,云南,0.04577023775235145,9.124147961703244e-05,21.45906490943078,False
13,西藏,0.04533472809748562,0.00013678526309457428,2.6342960540421894,False
13,陕西,0.04575508418555785,8.375792622916656e-05,19.84234287427282,False
13,甘肃,0.04576164135315608,9.77859338867626e-05,7.880176992741664,False
13,青海,0.045667373349744356,0.00010819240665760343,5.590092348423257,False
13,宁夏,0.0456712413230731,0.00010095608241733611,5.833868187247576,False
13,新疆,0.04617519223078359,9.724767808760859e-05,15.396703217721255,False
14,北京,0.12005488536952447,0.0006926111214140551,20.125568731759074,False
14,天津,0.12059919115607953,0.0006213634518794642,21.457031189050017,False
14,河北,0.12016883340580664,0.0006817199677555674,36.753898257983224,False
14,山西,0.12106017632180266,0.0006298150969350491,15.276590396620627,False
14,内蒙古,0.12065440024892915,0.0006205953577684831,23.303066257278942,False
14,辽宁,0.12013765718911773,0.0006846674959954946,27.559244949240664,False
14,吉林,0.12046922946867622,0.0006194557500840414,22.964349068933902,False
14,黑龙江,0.1206772097137927,0.0006215542307081989,19.252326776806587,False
