turn,province_index,province_name,hjb_converged,hjb_nonconverged_but_continued,hjb_iterations,hjb_convergence_statistic,hjb_acceptance_classification,downstream_kfe_attempted,downstream_kfe_returned,reconverged_after_prior_nonconvergence
10,10,浙江,True,False,15,2.953080202594549e-08,HJB_CONVERGED,True,True,False
10,11,安徽,True,False,13,6.800505314430438e-08,HJB_CONVERGED,True,True,True
10,12,福建,True,False,15,7.104183907813422e-11,HJB_CONVERGED,True,True,False
10,13,江西,True,False,14,1.9272405893389077e-10,HJB_CONVERGED,True,True,True
10,14,山东,False,True,100,0.022348375275327292,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,False
10,15,河南,True,False,13,8.374449578241183e-09,HJB_CONVERGED,True,True,True
10,16,湖北,True,False,13,4.706791845165981e-09,HJB_CONVERGED,True,True,True
10,17,湖南,True,False,13,2.52503236097823e-08,HJB_CONVERGED,True,True,True
10,18,广东,True,False,13,8.583481925228398e-09,HJB_CONVERGED,True,True,True
10,19,广西,True,False,13,1.898865731320143e-08,HJB_CONVERGED,True,True,True
10,20,海南,True,False,13,1.2552010542066228e-08,HJB_CONVERGED,True,True,False
10,21,重庆,True,False,13,7.589521455741988e-09,HJB_CONVERGED,True,True,True
10,22,四川,True,False,14,1.4597993924780894e-09,HJB_CONVERGED,True,True,True
10,23,贵州,True,False,14,2.4276212151619347e-09,HJB_CONVERGED,True,True,True
