turn,province_index,province_name,Ktarget_2018_MU,Kt_supply_private_MU,GovInv_before_MU,GovInv_after_MU,firm_K_total_MU,firm_K_total_over_Ktarget,private_K_over_Ktarget,GovInv_before_over_Ktarget,GovInv_after_over_Ktarget,Ltarget_proxy_NU,firm_Lt_supply,firm_Lt_over_population_proxy,net_destination_labor_gain_loss_NU,top_origin_index,top_origin_province,top_origin_contribution,top_origin_share_of_destination_supply,A,B,L,C,firm_ra0,firm_ra_used,household_rah,firm_wage_raw,firm_wage_used,household_composite_wage,Y,Zt,nk_gap,yt_gap,GDP_level_gap,govinv_action,kfe_diagnostic_status,hjb_converged,hjb_iterations,hjb_statistic,hjb_acceptance_classification,downstream_kfe_attempted,downstream_kfe_returned,continuation_status
1,10,浙江,124249656.20818298,208902.70510419522,124249656.20818298,124249656.20818298,124458558.91328718,1.0016813141499095,0.0016813141499093908,1.0,1.0,627300.0,5457070.248817265,8.699298977869066,4829770.248817265,18,广东,491307.3974749249,0.09003134925400826,7.284992506847101,4.690135987510018,0.6626729326407825,10.56692116715283,0.5916470722893815,0.09,0.08335304818599189,4.99040579776528,1.3,18.00489758044457,102339689.69976155,1.865111818631329,6.60228188622284,0.7643922310605964,0.7643922310605964,NONE,DIAGNOSTIC_ONLY,True,15,8.606957369039492e-10,HJB_CONVERGED,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,11,安徽,70182433.35888097,218901.27196706057,70182433.35888097,70182433.35888097,70401334.63084802,1.003119032234857,0.0031190322348571085,1.0,1.0,607600.0,5563581.62615384,9.156651787613297,4955981.62615384,18,广东,498890.83104357653,0.08967080283289827,8.633994914935972,-1.7331237220247262,0.6370528935500427,11.708814550329276,0.6252174790117927,0.09,0.08895777765800762,2.919570942362542,1.3,18.29792118969518,60883704.3726967,1.681124916844091,3.217986383681237,0.7901232949641643,0.7901232949641643,NONE,DIAGNOSTIC_ONLY,False,100,0.18862667495966345,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,12,福建,87795538.11850408,211824.9156194794,87795538.11850408,87795538.11850408,88007363.03412355,1.0024127070709854,0.002412707070985359,1.0,1.0,410400.0,5432528.659324941,13.237155602643618,5022128.659324941,18,广东,498234.40582150663,0.0917131665686267,7.288281882052443,4.688533684457516,0.6657210993194854,10.401708463615293,0.6224021625128457,0.09,0.08227353131506258,3.721560577081822,1.3,17.622512150269692,76234463.39489044,1.7964378516260697,4.400024467001434,0.9705039675269838,0.9705039675269838,NONE,DIAGNOSTIC_ONLY,True,14,8.923409566818918e-09,HJB_CONVERGED,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,13,江西,51050047.92908307,219936.6559413823,51050047.92908307,51050047.92908307,51269984.58502445,1.0043082556209724,0.004308255620972395,1.0,1.0,451300.0,5571902.1379387835,12.346337553598014,5120602.1379387835,18,广东,506784.9313064549,0.09095366694540154,7.287925034601637,4.687254136300972,0.6589285517404829,10.475618175445794,0.6171694754504232,0.09,0.08911960456738838,2.0967339605853548,1.3,18.066338850784597,44014923.11165806,1.5352442633792756,2.0671742680672653,0.9375750274759782,0.9375750274759782,NONE,DIAGNOSTIC_ONLY,False,100,0.05869183330034722,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,14,山东,210016973.07581103,199444.81695050414,210016973.07581103,210016973.07581103,210216417.89276153,1.0009496604680541,0.0009496604680542149,1.0,1.0,1007700.0,5521066.724211836,5.478879353192256,4513366.724211836,18,广东,487596.30630105454,0.08831559744836479,7.281911169574231,4.692388076927677,0.6612100534648971,10.738900858662145,0.33900208759951383,0.09,0.08264908560515918,4.917920166838642,1.3,18.321743106447045,104127422.07243168,1.2849276420428595,11.691775484309217,0.5623276914162378,0.5623276914162378,NONE,DIAGNOSTIC_ONLY,True,15,7.239737698228055e-10,HJB_CONVERGED,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,15,河南,168320556.01470312,204370.7066231856,168320556.01470312,168320556.01470312,168524926.72132632,1.0012141755675126,0.0012141755675125826,1.0,1.0,986400.0,5583060.098225643,5.660036595930295,4596660.098225643,18,广东,496183.0545127093,0.08887295601034309,8.82491138826962,-1.940511925276471,0.6836078392830619,12.436299488955813,0.31721680170997013,0.09,0.08521809867670735,3.6654486252448906,1.3,18.484175006636022,78699104.2985543,1.139914115532732,9.06168204989025,0.5760025212032687,0.5760025212032687,NONE,DIAGNOSTIC_ONLY,False,100,0.3587512505611632,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,16,湖北,101805153.6623069,210492.1500976498,101805153.6623069,101805153.6623069,102015645.81240456,1.0020675981767668,0.002067598176766801,1.0,1.0,591700.0,5530308.277121804,9.346473343116113,4938608.277121804,18,广东,498828.6270296114,0.09019906342169084,9.14595562393632,-0.8492782582383565,0.6187037280202167,11.516436275522537,0.5265476183960305,0.09,0.0851220223749261,3.6102262563432066,1.3,18.519697907284154,75571381.43300213,1.5894323920714784,5.148882407058004,0.7983765987578442,0.7983765987578442,NONE,DIAGNOSTIC_ONLY,False,100,0.007907594369422455,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,17,湖南,93791807.14892803,215847.67203445273,93791807.14892803,93791807.14892803,94007654.82096249,1.0023013488981156,0.002301348898115561,1.0,1.0,663500.0,5557623.900438139,8.376222909477226,4894123.900438139,18,广东,507198.9130448891,0.09126182738002543,7.045466751003072,4.6221127766483505,0.6321945683965557,9.863298314431825,0.47619361443851616,0.09,0.0872058027276669,3.008247460238051,1.3,18.15409814981755,63496620.19314109,1.4167063570694212,4.638360116065148,0.7477881786290854,0.7477881786290854,NONE,DIAGNOSTIC_ONLY,False,100,0.2058091017317485,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,18,广东,191259406.86816654,207658.6888552844,191259406.86816654,191259406.86816654,191467065.55702183,1.0010857436622629,0.0010857436622629586,1.0,1.0,1234800.0,5434891.80439293,4.4014348917986155,4200091.80439293,18,广东,509754.727880851,0.09379298544063472,7.292882692827641,4.683996897785043,0.6653272537503436,10.148967800943874,0.5568094971895738,0.09,0.086287673370157,7.273073044007481,1.3,17.286415001574493,147458919.31488666,1.9575836150085797,10.743077412155182,0.4753977110945464,0.4753977110945464,NONE,DIAGNOSTIC_ONLY,False,100,0.04680647315474018,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,19,广西,67306708.83876626,216731.66526370766,67306708.83876626,67306708.83876626,67523440.50402997,1.0032200603625248,0.003220060362524782,1.0,1.0,494700.0,5523577.341518719,11.165509079277783,5028877.341518719,18,广东,513085.1659891195,0.09289001208192474,9.019562137869334,-0.5640414945816795,0.6456412582951425,10.330139136138044,0.3765297369460593,0.09,0.08756544677060778,1.741749931202089,1.3,16.822125649139746,37012457.34333489,1.0559578674063324,3.0748616539068427,0.8857160427217972,0.8857160427217972,NONE,DIAGNOSTIC_ONLY,False,100,0.09121637957767925,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,20,海南,14673330.466888333,220138.77286586814,14673330.466888333,14673330.466888333,14893469.2397542,1.0150026453341747,0.015002645334174865,1.0,1.0,98200.0,5444789.468952013,55.44592127242376,5346589.468952013,18,广东,510232.1270710133,0.09371016638577585,7.303231148085635,4.677009356382602,0.6719519175622154,9.624496213804226,0.6793179797161198,0.09,0.08665876897535335,0.6836243456111722,0.8,16.244721014420247,14211726.680509254,1.2419605594280527,0.08821272614967157,1.8940327612171899,1.8940327612171899,NONE,DIAGNOSTIC_ONLY,True,14,2.552571487512978e-10,HJB_CONVERGED,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,21,重庆,50663834.63130832,216359.9804037753,50663834.63130832,50663834.63130832,50880194.61171209,1.0042705014726634,0.004270501472663364,1.0,1.0,316300.0,5490979.341466264,17.360035856674877,5174679.341466264,18,广东,496956.0526038305,0.0905040834612078,9.159777527916054,-1.3755606590391674,0.611896262914012,11.090223919296262,0.6456604922512077,0.09,0.08592885327235546,2.205137332708963,1.3,18.070548844406634,45734122.21097686,1.6103797622666287,2.0887140190991555,1.1184189121663484,1.1184189121663484,NONE,DIAGNOSTIC_ONLY,False,100,0.003659066625460339,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,22,四川,94830047.41899477,218811.9919490324,94830047.41899477,94830047.41899477,95048859.4109438,1.002307412027142,0.0023074120271419757,1.0,1.0,832100.0,5514254.106213979,6.626912758339118,4682154.106213979,18,广东,496924.3591353019,0.09011633297336095,7.2908242225365285,4.685103998700219,0.6610673011765601,10.305289953203566,0.53038743531216,0.09,0.08906225625677495,3.3969577810447222,1.3,17.717335154425694,70521859.5062391,1.5639154818692091,4.74564619742096,0.6437857239211857,0.6437857239211857,NONE,DIAGNOSTIC_ONLY,False,100,0.048200291036978093,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,23,贵州,39447014.665611394,220817.3900588127,39447014.665611394,39447014.665611394,39667832.05567021,1.0055978225964795,0.005597822596479374,1.0,1.0,382200.0,5557556.027761952,14.540962919314369,5175356.027761952,18,广东,508769.4318814927,0.09154553356547554,8.83148568101891,-1.6585838799270098,0.6989442113415443,11.529331410685097,0.5568032564595597,0.09,0.08979022758512188,1.4735494967216116,1.3,17.471672154406804,31079821.189676784,1.3109652918730739,1.379213204360298,1.0243220429406756,1.0243220429406756,NONE,DIAGNOSTIC_ONLY,False,100,0.3037203268799673,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,24,云南,68611984.86091176,216819.99749969383,68611984.86091176,68611984.86091176,68828804.85841145,1.003160089275062,0.0031600892750621497,1.0,1.0,470300.0,5477532.799242988,11.646890919079286,5007232.799242988,18,广东,501735.96164750465,0.09159889680931643,7.298893940387087,4.6797808922749695,0.6688141419340898,9.841130274913418,0.39943021811127416,0.09,0.08689848117056337,1.892454745747374,1.3,16.690391966376946,39810830.08270828,1.1223138132516461,3.188552728698329,0.9065941631326819,0.9065941631326819,NONE,DIAGNOSTIC_ONLY,True,60,1.4832668426834061e-10,HJB_CONVERGED,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,25,西藏,6325734.326183821,220547.75222275045,6325734.326183821,6325734.326183821,6546282.078406571,1.034865162027094,0.03486516202709419,1.0,1.0,35400.0,5315038.756682897,150.14233775940386,5279638.756682897,18,广东,478017.2683040995,0.08993674179761371,7.31845662773239,4.6689918736931,0.6830850909393061,8.975804814394353,0.6340561567441068,0.09,0.08467093143392833,0.2880346033509874,0.8,14.871770683578495,5900763.469032733,0.9519473348738489,0.5894490847518554,2.8108779831004473,2.8108779831004473,NONE,DIAGNOSTIC_ONLY,True,13,7.219969511140789e-09,HJB_CONVERGED,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,26,陕西,73897910.2910824,214247.64263451993,73897910.2910824,73897910.2910824,74112157.93371692,1.0028992381758917,0.002899238175891615,1.0,1.0,393100.0,5532406.706444514,14.07378963735567,5139306.706444514,18,广东,493166.07533174334,0.08914132700281611,7.281527789393527,4.692207800627235,0.6596879759364712,10.761561272316895,0.4510979008243736,0.09,0.08403899067870337,2.26310962082166,1.3,18.430975272573402,47958154.54420163,1.276834793819483,3.4653356044477697,1.0031056242070022,1.0031056242070022,NONE,DIAGNOSTIC_ONLY,True,77,7.931090162394128e-08,HJB_CONVERGED,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,27,甘肃,25177704.67938732,221102.57076200092,25177704.67938732,25177704.67938732,25398807.25014932,1.008781680998229,0.008781680998229156,1.0,1.0,251500.0,5575605.388728504,22.169405124169003,5324105.388728504,18,广东,495335.39518278284,0.08883975113879826,9.106801584198516,1.6350134235841134,0.6285098446598826,9.866403756778285,0.5072646347947438,0.09,0.09,0.8603652657711464,0.8603652657711464,17.49933815729084,18364057.517595366,1.0755387353608545,0.5184484003294587,1.2660205966850566,1.2660205966850566,NONE,DIAGNOSTIC_ONLY,False,100,0.03481466673150879,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
1,28,青海,17578407.529567722,218773.0748187012,17578407.529567722,17578407.529567722,17797180.604386423,1.012445557110376,0.012445557110376149,1.0,1.0,58700.0,5410867.211674127,92.17831706429517,5352167.211674127,18,广东,480687.5533908698,0.0888374330003461,7.304725655419864,4.686549948212361,0.6796360768994074,9.934963489707254,0.3435945824084818,0.09,0.07491839929988998,0.42815703921223774,0.8,16.341381100330132,9068381.105795974,0.695994950573659,0.09638497910208121,2.299993124379903,2.299993124379903,NONE,DIAGNOSTIC_ONLY,True,24,2.1059358923380955e-08,HJB_CONVERGED,True,True,CONTINUED_TO_HOUSEHOLD_BATCH
