scope,n,left,right,pearson,spearman,classification
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_hjb_statistic,raw_only_lower_b_outward_count,-0.0554880685146826,-0.11639489450728989,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_hjb_statistic,raw_upper_a_outward_count,0.12675743399301495,0.5673792504228765,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_hjb_statistic,raw_only_upper_a_outward_count,0.0642035102982079,0.5189657062533282,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_hjb_statistic,raw_only_upper_b_outward_count,-0.04658147121336633,0.3163591804339925,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_hit_iteration_ceiling,raw_mu_b_abs_max,0.053277494732378174,0.47704325498977834,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_hit_iteration_ceiling,raw_mu_a_abs_max,0.10540185166663206,0.47399505527738367,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_hit_iteration_ceiling,raw_transfer_abs_max,0.10539973909666468,0.47018480563689025,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_hit_iteration_ceiling,raw_adjustment_cost_abs_max,0.053277554576139884,0.4808535046302719,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_hit_iteration_ceiling,raw_lower_b_outward_count,-0.05367609963932349,-0.0693141274442716,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_hit_iteration_ceiling,raw_upper_b_outward_count,0.05788291659067894,0.13939014653063284,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_hit_iteration_ceiling,raw_only_lower_b_outward_count,-0.05367609963932349,-0.0693141274442716,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_hit_iteration_ceiling,raw_upper_a_outward_count,0.24937695680437796,0.2670311212157743,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_hit_iteration_ceiling,raw_only_upper_a_outward_count,0.22776845334182824,0.24587114886610614,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_hit_iteration_ceiling,raw_only_upper_b_outward_count,0.03535161005733001,0.15171397699235617,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_b_abs_max,raw_mu_a_abs_max,0.9184811368199307,0.988714398111723,DESCRIPTIVE_ONLY_NOT_CAUSAL
